index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,categoryPath/0/3,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,categoryPath/1/3,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,context/0,context/1,context/2,context/3,context/4,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,poiInfo/relation/detail/2/type,poiInfo/relation/detail/2/sid,poiInfo/relation/detail/2/fullName,poiInfo/relation/detail/2/name,poiInfo/relation/detail/2/category,poiInfo/relation/detail/2/xPos,poiInfo/relation/detail/2/yPos,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/1/4,skyPanorama,poiInfo/relation,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,shortAddress,streetPanorama,poiInfo/relation/detail/3/type,poiInfo/relation/detail/3/sid,poiInfo/relation/detail/3/fullName,poiInfo/relation/detail/3/name,poiInfo/relation/detail/3/category,poiInfo/relation/detail/3/xPos,poiInfo/relation/detail/3/yPos,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/car/2/rep,entranceCoords/car/2/x,entranceCoords/car/2/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords/walk/2/rep,entranceCoords/walk/2/x,entranceCoords/walk/2/y,shortAddress/2,entranceCoords,poiInfo/relation/detail/4/type,poiInfo/relation/detail/4/sid,poiInfo/relation/detail/4/fullName,poiInfo/relation/detail/4/name,poiInfo/relation/detail/4/category,poiInfo/relation/detail/4/xPos,poiInfo/relation/detail/4/yPos,poiInfo/relation/detail/5/type,poiInfo/relation/detail/5/sid,poiInfo/relation/detail/5/fullName,poiInfo/relation/detail/5/name,poiInfo/relation/detail/5/category,poiInfo/relation/detail/5/xPos,poiInfo/relation/detail/5/yPos,poiInfo/relation/detail/6/type,poiInfo/relation/detail/6/sid,poiInfo/relation/detail/6/fullName,poiInfo/relation/detail/6/name,poiInfo/relation/detail/6/category,poiInfo/relation/detail/6/xPos,poiInfo/relation/detail/6/yPos,poiInfo/relation/detail/7/type,poiInfo/relation/detail/7/sid,poiInfo/relation/detail/7/fullName,poiInfo/relation/detail/7/name,poiInfo/relation/detail/7/category,poiInfo/relation/detail/7/xPos,poiInfo/relation/detail/7/yPos,poiInfo/relation/detail/8/type,poiInfo/relation/detail/8/sid,poiInfo/relation/detail/8/fullName,poiInfo/relation/detail/8/name,poiInfo/relation/detail/8/category,poiInfo/relation/detail/8/xPos,poiInfo/relation/detail/8/yPos,poiInfo/relation/detail/9/type,poiInfo/relation/detail/9/sid,poiInfo/relation/detail/9/fullName,poiInfo/relation/detail/9/name,poiInfo/relation/detail/9/category,poiInfo/relation/detail/9/xPos,poiInfo/relation/detail/9/yPos,poiInfo/relation/detail
25,46,16316273,망월공원묘지,,false,,0,장례,묘지,223267,223280,223376,229174,광주광역시 북구 수곡동 산30-4,,,,망월<b>공원</b>묘지,,0,1f3e72d6a54289d1a3f952e0954d4f95,0,,s,1,1,126.9326625,35.2356929,11,false,qmMj/m6t7NIswaKeH3hnqQ==,-48.12,10.00,126.9330752,35.2353226,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.9348267,35.2360162,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8593.84,nres://marker/00060-00060,nres://marker/00060-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,47,16273458,쌍학어린이공원,,false,,0,지역명소,"도시,테마공원",222117,222122,222170,231762,광주광역시 서구 쌍촌동,,,,쌍학어린이<b>공원</b>,,14,4ea4bab4615d4b9c3a0bdabdd89399d9,0,,s,1,1,126.8670750,35.1468150,12,false,pOz2G3SWYTTCNrOzasu06w==,97.53,1.94,126.8665324,35.1466561,80,h1aqiX6WJtVmTmx/7nr/ug==,-94.01,-30.00,126.8711090,35.1470947,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3192.56,nres://marker/00045-00079,nres://marker/00045-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,48,19624942,푸른길공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 동구 계림동,,,,푸른길<b>공원</b>,,24,1f583d4ce475c8cc28ea42687cf416dd,0,,s,1,1,126.9166000,35.1639583,12,false,DtcdJMPgdISBJ11laVMMuA==,96.94,-0.69,126.9157563,35.1641262,80,Nb0SFsCAbvPO+aX+l7dkSw==,101.82,-30.00,126.9152756,35.1642342,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4021.84,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,49,16317316,첨단근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 북구 오룡동,,,,첨단근린<b>공원</b>,,6,c9a3ddd67255292af42cfc4ac5c47c8e,0,,s,1,1,126.8562620,35.2206135,12,false,PD0E6mRl6nSZA3Le7+ZvLQ==,159.89,3.61,126.8562527,35.2218291,80,oW2B3DDLKcg5BtVL4lFWGw==,103.65,-30.00,126.8525009,35.2215233,124,,,,,1,RELA,1.0,16317316,117.9926027,19.6944771,117.9926027,19.6944771,5,19624681,첨단근린공원입구,입구,입구(사람),126.8588500,35.2203833,5,19624679,첨단근린공원입구,입구,입구(사람),126.8581889,35.2196917,5,19629342,첨단근린공원입구,입구,입구(사람),126.8562675,35.2217435,1,19615434,첨단근린공원주차장입구,주차장입구,입구(사람+차량),126.8535779,35.2201684,true,1,,,,false,,false,,false,,,true,126.8535779,35.2201684,true,126.8562675,35.2217435,false,126.85885,35.2203833,false,126.8581889,35.2196917,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5353.85,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,50,16271271,농성광장,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 서구 농성동,,,,농성광장,,17,77d862d8c7e24c8976f1764f7ec7f2e7,0,,s,1,1,126.8854250,35.1530570,12,false,XucHRXDIL+39BZ0vACkKvw==,-79.31,-2.12,126.8859975,35.1528375,80,u5wPJRPoAfj5WpnqegczYw==,-88.37,-30.00,126.8897247,35.1529312,124,,,,,1,RELA,1.0,16271271,117.9926027,19.6944771,117.9926027,19.6944771,5,19621354,농성광장입구,입구,입구(사람),126.8852252,35.1526860,5,19621359,농성광장입구,입구,입구(사람),126.8855517,35.1533791,5,19621356,농성광장입구,입구,입구(사람),126.8857314,35.1523142,5,19621357,농성광장입구,입구,입구(사람),126.8859339,35.1528522,true,1,,,,false,,false,,false,,,true,126.8859339,35.1528522,true,126.8859339,35.1528522,false,126.8852252,35.152686,false,126.8855517,35.1533791,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2623.90,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.8857314,35.1523142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,51,19972424,광남생활체육공원,,false,,0,지역명소,"도시,테마공원",222117,222122,222170,231762,경기도 광주시 태전동,,,,광남생활체육<b>공원</b>,,4,1c1e16eb44b3fd5b097ccec09a75fab4,0,,s,1,1,127.2371715,37.3888629,12,false,uLD2s10ypAFRCRELIwdJWA==,116.29,5.35,127.2364776,37.3890853,53,,,,,,,,,,,1,RELA,1.0,19972424,117.9926027,19.6944771,117.9926027,19.6944771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,248537.13,nres://marker/00045-00079,nres://marker/00045-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,52,201849244,선운공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 선암동,,,,선운<b>공원</b>,,9,9e38c765d27be344ccc7b36963d4ca91,0,,s,1,1,126.7692940,35.1478184,11,false,m/HeAppCa2q0PxyHJ9n66g==,-99.28,1.39,126.7697772,35.1479963,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,10029.84,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,53,18287754,곤지암도자공원스페인조각공원,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,경기도 광주시 곤지암읍 삼리,,,,곤지암도자<b>공원</b>스페인조각<b>공원</b>,,22,159070a133999ff8ac47cbc225d35a6e,0,,s,1,1,127.3264920,37.3482494,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,245255.27,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,54,33707735,효천물빛노닐터,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 남구 임암동,,,,효천물빛노닐터,,8,4e0243305ae37b143656a6a05ea386e9,0,,s,1,1,126.8644183,35.1046219,11,false,2NUTL5VjPytlL2Dr7TgsJQ==,38.96,3.17,126.8642568,35.1044567,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,false,126.8639207,35.1046879,false,126.8639207,35.1046879,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7870.08,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,55,1659705554,올리브영 광주평화공원점,062-385-1539,false,,1,"쇼핑,유통",드럭스토어,223563,223564,223597,223872,광주광역시 서구 치평동 1217,광주광역시 서구 상무연하로 75,치평동 1217,,올리브영 <b>광주</b>평화<b>공원</b>점,062-385-1539,0,a7c2537ef14cc057f2bc6d79308537cf,0,http://ldb.phinf.naver.net/20200915_77/1600147046323Yq87G_JPEG/vWy5iC9upShfMDfJx15eerKC.JPG.jpg,s,1,1,126.8498804,35.1549520,12,false,hvGIE6UG6DvaNzi1L8MThA==,169.28,10.00,126.8498358,35.1551860,120,t/4R9ziPOmMwBtnIRPi5rg==,-102.82,-30.00,126.8516693,35.1553574,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.850055,35.154882,true,126.850055,35.154882,,,,,,,false,매일 11:00~22:00 | 주말 11:00~22:00 공휴일 포함,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3147.46,nres://marker/00063-00098,nres://marker/00063-00252,,,,,광주 서구,상무연하로 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,56,19622359,평화공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 서구 치평동,,,,평화<b>공원</b>,,19,dd28ac61d69e875a635d88ee16512c6c,0,,s,1,1,126.8516086,35.1566856,12,false,o3QEgtzCv36y9DOHyTF/4g==,78.47,-3.18,126.8512480,35.1569480,80,JAyH55SozzsjpdqeTxyueg==,-38.27,-30.00,126.8516693,35.1566086,124,,,,,1,RELA,1.0,0,117.9926027,19.6944771,117.9926027,19.6944771,5,19612477,평화공원입구,입구,입구(사람),126.8514500,35.1546083,5,1693211570,평화공원입구,입구,입구(사람),126.8519061,35.1570382,5,1544232179,평화공원입구,입구,입구(사람),126.8513210,35.1570407,,,,,,,,true,1,,,,false,,false,,false,,,true,126.8519061,35.1570382,true,126.8519061,35.1570382,false,126.85145,35.1546083,false,126.851321,35.1570407,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2900.07,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,57,1589039841,광주영락공원봉안당,062-572-4384,false,,1,장례,납골당,223267,223280,223375,,광주광역시 북구 효령동 100-2,광주광역시 북구 영락공원로 170,효령동 100-2,,<b>광주</b>영락<b>공원</b>봉안당,062-572-4384,0,f4b9dc26cda2f9951e5509903f0a040e,0,,s,1,1,126.9156713,35.2307505,8,false,OeA4rTKq7djS6vxvupRh/g==,96.70,10.00,126.9153969,35.2307825,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.915947,35.230548,true,126.915947,35.230548,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7262.20,nres://marker/00060-00035,nres://marker/00060-00189,,,,,광주 북구,영락공원로 170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,58,20712940,용산지구생태습지공원산책로,,false,,0,자연공원,부속시설,222117,222118,222136,229253,광주광역시 북구 용전동 566,,,,용산지구생태습지<b>공원</b>산책로,,6,08942070cc8950ebbddfcd90fede324c,0,,s,1,1,126.8934626,35.2490162,12,false,kGAtXZld2/l4QCXnYzoZdA==,-47.32,10.00,126.8939412,35.2485746,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8431.94,nres://marker/00058-00110,nres://marker/00058-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,59,19638382,풀빛근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 남구 노대동,,,,풀빛근린<b>공원</b>,,6,ed4e9f286bb60182fbd6a62990dea0e9,0,,s,1,1,126.9016500,35.1104167,12,false,UyNKwYqdtZ1oSoYKLyinuw==,-160.71,10.72,126.9016845,35.1106950,80,uz5plv6KwhZ/thVY0VMIhQ==,88.04,-30.00,126.8974991,35.1102715,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7587.12,nres://marker/00036-00079,nres://marker/00036-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,60,16278610,상무조각공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 서구 치평동 1163-2,광주광역시 서구 상무시민로 3 세계광엑스포주제관,치평동 1163-2,,상무조각<b>공원</b>,,30,5ae4d264f684d67f3a75fa497110b973,0,,s,1,1,126.8404250,35.1557900,12,false,hbDPRNYFbW8UxLJf4sAOfw==,13.14,0.28,126.8406505,35.1552585,80,Mje5rh+N6HB1R/XJJBdKcQ==,-88.31,-30.00,126.8438873,35.1556854,124,,,,,1,RELA,1.0,16278610,117.9926027,19.6944771,117.9926027,19.6944771,1,19611908,상무조각공원입구,입구,입구(사람+차량),126.8428047,35.1563190,5,19638221,상무조각공원입구,입구,입구(사람),126.8390196,35.1563802,5,19657637,상무조각공원입구,입구,입구(사람),126.8413040,35.1553490,5,19611907,상무조각공원입구,입구,입구(사람),126.8427764,35.1553822,true,1,,,,false,,false,,false,,,true,126.8428047,35.156319,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3753.40,nres://marker/00060-00110,nres://marker/00060-00265,,,,,광주 서구,상무시민로 3,세계광엑스포주제관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,61,36143321,생태공원,,false,,0,"여행,명소","자연,생태공원",222117,222118,222136,222186,경기도 광주시 퇴촌면 광동리,,,,생태<b>공원</b>,,1,2a2de6cd86cdf0405b0d36e244ad1459,0,,s,1,1,127.3014100,37.4726900,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,258576.24,nres://marker/00034-00078,nres://marker/00034-00198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,62,16018783,역사문화공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 신창동,,,,역사문화<b>공원</b>,,14,a208c323699fe8554cee91fb04d69115,0,,s,1,1,126.8453054,35.1947498,12,false,MVGv4exiL/pyKZ8PZLDfyQ==,-94.87,1.82,126.8459795,35.1949272,80,clzx45jLGZBZ56ezavZe5A==,98.52,-30.00,126.8427811,35.1951256,124,,,,,1,RELA,1.0,16018783,117.9926027,19.6944771,117.9926027,19.6944771,5,1242519132,역사문화공원입구,입구,입구(사람),126.8458879,35.1949796,5,1239824512,역사문화공원입구,입구,입구(사람),126.8445918,35.1943731,1,16018211,역사문화공원주차장입구,주차장입구,입구(사람+차량),126.8446937,35.1943215,,,,,,,,true,1,,,,false,,false,,false,,,true,126.8446937,35.1943215,false,126.8458879,35.1949796,false,126.8445918,35.1943731,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3453.65,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,63,16316284,망월공원묘지관리사무소,,false,,0,"기업,빌딩",부속건물,227616,227890,227896,227898,광주광역시 북구 수곡동 산45,광주광역시 북구 민주로 285,수곡동 산45,,망월<b>공원</b>묘지관리사무소,,0,1775d92333a288ff65f67fa570065978,0,,s,1,1,126.9341655,35.2359997,12,false,5poO7Jf/dzhHxBaQ2DNrRQ==,-7.33,10.00,126.9341894,35.2358140,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8705.35,nres://marker/00063-00035,nres://marker/00063-00188,,,,,광주 북구,민주로 285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,64,1961107204,달뫼자연마당,,false,,0,"여행,명소","자연,생태공원",222117,222118,222136,222186,광주광역시 남구 월산동 산6-1,광주광역시 남구 수박등로48번길 25,월산동 산6-1,,달뫼자연마당,,1,650861308e955bb78589e303615bb7f7,0,http://ldb.phinf.naver.net/20180619_201/1529405290694F1yvx_JPEG/qeLOfRa-5zhncG_9LWJArsfO.jpg,s,1,1,126.8971159,35.1427530,8,false,o8ZWQ3TXxZykl5664jn6BA==,43.64,10.00,126.8966421,35.1422558,120,RZTzPB+jGVk6+Qt27mWSDg==,115.99,-30.00,126.8966675,35.1429710,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4125.63,nres://marker/00060-00110,nres://marker/00060-00265,,,,,광주 남구,수박등로48번길 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,65,16316504,광주패밀리랜드중앙광장,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드중앙광장,,11,e9b50d1610ba5c8a2a059536fec7a1f1,0,,s,1,1,126.8924618,35.2244817,12,false,sL/YoPQs0yo5+An6D/gJ6g==,-10.69,6.64,126.8932428,35.2245908,80,i/uF2iVsBG+fEyxohEAgtA==,35.92,-30.00,126.8918915,35.2236938,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5760.15,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,66,16296883,봉선공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 남구 봉선동,,,,봉선<b>공원</b>,,7,4e0fdd16e5aa5a8b7ebc052bb8504f69,0,,s,1,1,126.9115809,35.1302759,12,false,o7AeDAt4zuUQQeyeMfqWFw==,-49.77,-0.45,126.9119539,35.1299748,80,JfJ7eIw7cyEmedn77y0vvA==,-101.52,-30.00,126.9150009,35.1309700,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6002.89,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,67,16025575,산정공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 월곡동,,,,산정<b>공원</b>,,6,b911cae68cce9e117f60b9adaa669d88,0,,s,1,1,126.8059112,35.1692469,12,false,cuvZbFC1VsZjl+RMe3ZKog==,-163.02,5.36,126.8061551,35.1698400,80,aFpoIn2LDjxThVwjTgpImQ==,-128.93,-30.00,126.8066635,35.1698532,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6266.48,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,68,16310399,우산근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 북구 우산동,,,,우산근린<b>공원</b>,,3,5b4efddaea35869b2fd3b88308662125,0,http://ldb.phinf.naver.net/20191216_210/1576427072707fqz2S_JPEG/om9y-Kza0x5HRChRKm7iPQV0.jpeg.jpg,s,1,1,126.9263534,35.1758795,12,false,lkm4VLZd3K8mN5PPQ4hM+Q==,-65.24,2.00,126.9270443,35.1755055,80,6Uvz6Wb+3ZK3rMsUU78ubw==,82.44,-30.00,126.9244461,35.1756248,124,,,,,1,RELA,1.0,16310399,117.9926027,19.6944771,117.9926027,19.6944771,5,19609839,우산근린공원입구,입구,입구(사람),126.9258389,35.1750000,5,19627640,우산근린공원입구,입구,입구(사람),126.9275389,35.1763750,5,19609837,우산근린공원입구,입구,입구(사람),126.9269925,35.1756228,5,19609838,우산근린공원입구,입구,입구(사람),126.9264139,35.1748667,true,1,,,,false,,false,,false,,,,,,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4722.78,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
