index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,shortAddress/2,display,telDisplay,context/0,context/1,context/2,context/3,context/4,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,entranceCoords,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,markerLabel/text,markerLabel/style,markerLabel/meta/type,markerLabel/meta/raw/minPrice,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,poiInfo/relation/detail/2/type,poiInfo/relation/detail/2/sid,poiInfo/relation/detail/2/fullName,poiInfo/relation/detail/2/name,poiInfo/relation/detail/2/category,poiInfo/relation/detail/2/xPos,poiInfo/relation/detail/2/yPos,categoryPath/1/3
32,33,38489808,두바이호텔,062-373-0700,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1220-6,광주광역시 서구 상무번영로 47,치평동 1220-6,광주 서구,상무번영로 47,,두바이<b>호텔</b>,062-373-0700,,,,,,50,021486cdf057181447a554d62f9084b8,0,,s,1,1,126.8528008,35.1541350,12,false,DOSVc8+JeRYeWQ000+LD9Q==,-82.64,17.56,126.8530575,35.1541179,90,1lr4prEjAHz579wA7Ziwvw==,102.67,-30.00,126.8516693,35.1543884,124,,,,,,false,1,,,,false,,false,,false,http://dubaihotel.kr/,,true,126.85259,35.153968,true,126.85292,35.154147,false,매일 00:00~24:00,"스탠다드더블 88,000 | 디럭스더블 99,000 | 스탠다드트윈 110,000 | 디럭스트윈 121,000 | 로얄스위트 220,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3033.21,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,1988230246,시티호텔,062-973-9993,false,0507-1418-0097,1,숙박,호텔,221941,221942,222293,광주광역시 광산구 쌍암동 678-1,광주광역시 광산구 임방울대로825번길 57-3,쌍암동 678-1,광주 광산구,임방울대로825번길 57-3,,시티<b>호텔</b>,062-973-9993,,,,,,9,8056d049608c1e9f8b8006beeb745e4c,0,http://ldb.phinf.naver.net/20200808_284/1596831381645tLhQB_PNG/5f2d2491d8a6f7.71717200.png,s,1,1,126.8478146,35.2205799,8,false,8ldEfQdR1hWYSEoaVru95w==,-72.36,10.00,126.8479456,35.2205382,120,qRI/JWvCnZBylnjizgybPA==,-84.34,-30.00,126.8521576,35.2201462,124,,,,,,false,1,,,,false,,false,,false,http://www.cityhotel.biz,,true,126.847872,35.220591,true,126.847872,35.220591,false,,"숙박 디럭스 42,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5635.38,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,839225447,벤틀리비즈니스호텔,062-352-7500,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1141-18,광주광역시 서구 상무평화로 124,치평동 1141-18,광주 서구,상무평화로 124,,벤틀리비즈니스<b>호텔</b>,062-352-7500,,,,,,12,3edb2a1c81a495d2d6e2c8098a862ba7,0,http://ldb.phinf.naver.net/20200814_183/1597395067978qzCVI_PNG/5e78418031ce91.04480360.png,s,1,1,126.8522114,35.1491187,12,false,pVvKNT9VacEx0iACAcg8kQ==,139.64,7.75,126.8521750,35.1492330,65,tx/yOAeRA1TyNvuLHilWQw==,36.57,-30.00,126.8519440,35.1487579,124,,,,,,false,1,,,,false,,false,,false,http://bentleyhotel.net,,true,126.85222,35.149178,true,126.85222,35.149178,false,,"숙박 비즈니스 66,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3507.39,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,11853619,노블레스 호텔,062-385-1100,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1230-7,광주광역시 서구 시청로50번길 5 조선각,치평동 1230-7,광주 서구,시청로50번길 5,조선각,노블레스 <b>호텔</b>,062-385-1100,,,,,,8,58120a80c21326f047032bbc866dbcae,0,http://ldb.phinf.naver.net/20150901_9/1441056271488fKCQX_JPEG/11853619_0.jpg,s,1,1,126.8523748,35.1532869,12,false,vGt0TBU7u8jzOCdNmP8YeA==,43.78,13.00,126.8524154,35.1529217,80,MtQ+qKPdzthfpnzHGRtV0A==,77.18,-30.00,126.8516693,35.1531258,124,,,,,,false,1,,,,false,,false,,false,http://www.noblesseht.co.kr/,,true,126.852501,35.152983,true,126.852501,35.152983,false,,"숙박 Suite A 130,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3130.33,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,1842813997,W LOUNGE HOTEL,062-384-7766,false,0507-1473-7766,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1258-2,광주광역시 서구 상무중앙로38번길 20,치평동 1258-2,광주 서구,상무중앙로38번길 20,,W LOUNGE HOTEL,062-384-7766,,,,,,3,6c2102d0bafb5de7ecd0aea1e619f501,0,http://ldb.phinf.naver.net/20200114_196/1578946581372V9Fg5_JPEG/5e1c0cd193c7a7.53545163.jpg,s,1,1,126.8507260,35.1499779,12,false,ge6MsK1wbgAfk5HRNw64Tg==,-177.45,10.00,126.8507411,35.1503057,120,ZmZvHamA8KYyagG8cVsbMg==,-91.70,-30.00,126.8519440,35.1500130,124,,,,,,false,1,,,,false,,false,,false,,,true,126.85076,35.150248,true,126.85076,35.150248,false,,"숙박 스탠다드(한식뷔페제공) 55,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3511.16,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,11659045,파레스관광호텔,062-222-2525,false,,1,숙박,호텔,221941,221942,222293,광주광역시 동구 황금동 11-4,광주광역시 동구 중앙로160번길 13 파레스관광호텔,황금동 11-4,광주 동구,중앙로160번길 13,파레스관광호텔,파레스관광<b>호텔</b>,062-222-2525,떠먹는피자,크림파스타,샤브샤브뷔페,데이트,레스토랑,45,5907cd94c0c3db7c11354b6dfb3831cb,0,http://ldb.phinf.naver.net/20180509_185/1525797961069Rbvof_JPEG/6fd9d4b292896ef7bd60bd7e327ecb62.jpg,s,1,1,126.9146346,35.1476999,12,false,U9YpvoQWZoJI1gFjOmeyPw==,13.34,20.25,126.9144566,35.1475309,90,aylyRgp1LG6OCjzCOjPgrQ==,-78.47,-30.00,126.9150009,35.1476250,124,,,,,,true,1,,,,false,,false,,false,http://palace-hotel.kr/,,true,126.9145349,35.1475344,true,126.914425,35.1476083,false,,"숙박 스탠다드 더블 얼리버드 객실 40,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4743.78,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,1,RELA,1.0,11659045,117.9926027,19.6944771,117.9926027,19.6944771,5,16267202,파레스관광호텔입구,입구,입구(사람),126.9144250,35.1476083,4,962810200,파레스관광호텔지하주차장입구,지하주차장입구,입출구(차량),126.9145349,35.1475344,,,,,,,,,,,,,,,,,,
38,39,20730041,비지니스호텔듀,062-234-7755,false,,1,숙박,호텔,221941,221942,222293,광주광역시 동구 수기동 95-1,광주광역시 동구 구성로144번길 9,수기동 95-1,광주 동구,구성로144번길 9,,비지니스<b>호텔</b>듀,062-234-7755,,,,,,3,86afa3884823fe29df6645990bfff848,0,http://ldb.phinf.naver.net/20190529_19/1559074583216EJkWr_JPEG/5ced0c65a46bb2.54308946.jpg,s,1,1,126.9110188,35.1490175,12,false,0jkvnanpiVTo1cBKZeddpA==,57.84,10.00,126.9108727,35.1489256,120,ebKFomOeWt6awXJ9Z+jIXg==,-90.04,-30.00,126.9150009,35.1490173,124,,,,,,false,1,,,,false,,false,,false,,,true,126.910884,35.148962,true,126.910884,35.148962,false,,"숙박 디럭스(코로나방역, 맥모닝 or 조식제공, 넷플릭스) 업체문의",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4397.83,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,1657611870,스테이원호텔,062-236-6300,false,0507-1308-6301,1,숙박,호텔,221941,221942,222293,광주광역시 동구 수기동 97-1,광주광역시 동구 구성로144번길 5,수기동 97-1,광주 동구,구성로144번길 5,,스테이원<b>호텔</b>,062-236-6300,,,,,,11,10ae988e0359528a7fd958d9254ddd66,0,http://ldb.phinf.naver.net/20200916_88/1600239286274yOjBb_JPEG/rdMrJDTh-HXWD-xEO9yOwbzD.jpg,s,1,1,126.9107081,35.1493111,12,false,B9wma5/zdrNqoVyUuUGajQ==,56.51,10.00,126.9106047,35.1492426,120,ebKFomOeWt6awXJ9Z+jIXg==,-86.13,-30.00,126.9150009,35.1490173,124,,,,,,false,1,,,,false,,false,,false,,,true,126.910617,35.14926,true,126.910617,35.14926,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4355.08,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,21398709,오가헌,062-227-5557,false,,1,숙박,호텔,221941,221942,222293,광주광역시 동구 금남로4가 42,광주광역시 동구 구성로194번길 24,금남로4가 42,광주 동구,구성로194번길 24,,오가헌,062-227-5557,공연,비엔날레,힐링,산책,,33,0640c791c87f53d7a1c76ff641963cfd,0,http://ldb.phinf.naver.net/20150901_207/1441087737622ciYde_JPEG/146876567024611_0.jpeg,s,1,1,126.9157021,35.1515452,12,false,94enPdWWh0IjwG7bxDPz1Q==,-75.26,10.00,126.9161907,35.1514163,120,snj1NdOlzSbpnAqQNVHRKQ==,66.60,-30.00,126.9150009,35.1512413,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/ogaheon,,true,126.915835,35.15162,true,126.915835,35.15162,false,평일 00:00~24:00 | 주말 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4562.71,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,1650121308,비엔날레호텔,062-519-6000,false,0507-1486-6000,1,숙박,호텔,221941,221942,222293,광주광역시 북구 운암동 450-3,광주광역시 북구 대자로 104,운암동 450-3,광주 북구,대자로 104,,비엔날레<b>호텔</b>,062-519-6000,,,,,,12,e0e98aa84ed8e5e947afcdaaebed6514,0,http://ldb.phinf.naver.net/20181114_76/1542161894378MUI7K_JPEG/fcEEsNHO5OjFYGZxHSjwWO9Y.jpg,s,1,1,126.8837887,35.1729959,8,false,UBkiRSbEKOoG5P0jjBVQew==,-176.64,10.00,126.8837938,35.1730804,120,ydLxIF3sPF0NZmOfotktow==,86.57,-30.00,126.8788910,35.1726990,124,,,,,,false,1,,,,false,,false,,false,http://www.biennalehotel.co.kr/,,true,126.883701,35.173042,true,126.883701,35.173042,false,매일 00:00~24:00,,,,,false,0,true,https://booking.naver.com/booking/3/bizes/222054,,false,true,false,false,false,,false,,,true,,-1,,874.38,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,"￦50,000~",default,LODGING,50000,,,,,,,,,,,
42,43,1058798314,소울호텔,062-974-9777,false,0507-1463-9778,1,숙박,호텔,221941,221942,222293,광주광역시 광산구 쌍암동 689-6,광주광역시 광산구 임방울대로825번길 60-32,쌍암동 689-6,광주 광산구,임방울대로825번길 60-32,,소울<b>호텔</b>,062-974-9777,,,,,,6,acfd7c9502633012438743faa13e9a1a,0,http://ldb.phinf.naver.net/20200912_184/15998553236107Hcto_JPEG/5f5b5100534f78.12506406.jpg,s,1,1,126.8521854,35.2203686,12,false,qQGu2qf+7eZaWRlu98bV6A==,-179.95,10.00,126.8521860,35.2206154,120,qRI/JWvCnZBylnjizgybPA==,7.13,-30.00,126.8521576,35.2201462,124,,,,,,false,1,,,,false,,false,,false,,,true,126.852347,35.220536,true,126.852347,35.220536,false,,"숙박 3층 VVIP(공기청정기) 140,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5454.44,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.852028,35.220538,,,,,false,126.852028,35.220538,,,,,,,,
43,44,32800024,호텔더메이,062-676-5000,false,,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1220-4,광주광역시 서구 상무번영로 51,치평동 1220-4,광주 서구,상무번영로 51,,<b>호텔</b>더메이,062-676-5000,토스트,편안한,레스토랑,심플한,야식,29,eec0ae3e54f343aa640b2b05fd5e9eb9,0,http://ldb.phinf.naver.net/20200824_254/15982435762307fppJ_JPEG/5e869188eea318.66128293.jpg,s,1,1,126.8528958,35.1546031,12,false,RynG8Ht+1uA+v22nux4k/Q==,-89.23,10.00,126.8530575,35.1546009,120,1lr4prEjAHz579wA7Ziwvw==,80.11,-30.00,126.8516693,35.1543884,124,,,,,,false,1,,,,false,,false,,false,http://www.hotelthe5.com/,,true,126.852917,35.154625,true,126.852917,35.154625,false,,"숙박 비지니스 더블 60,000",,,,false,0,true,http://booking.naver.com/booking/3/bizes/53361,,false,true,false,false,false,,false,,,true,,-1,,2988.11,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"￦50,000~",default,LODGING,50000,,,,,,,,,,,
44,45,13390959,S호텔,062-383-7990,false,0507-1337-7990,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1255-4,광주광역시 서구 상무평화로 103 에스호텔,치평동 1255-4,광주 서구,상무평화로 103,에스호텔,S<b>호텔</b>,062-383-7990,,,,,,27,c53ef9d4f6798522f55d67a3158cb737,0,http://ldb.phinf.naver.net/20180310_204/1520626802927XD7C4_JPEG/5a9fda2ec766d4.91304732.jpg,s,1,1,126.8501194,35.1483406,12,false,8yBEuDtcvqjExDDJmpIlLg==,-43.78,10.00,126.8502787,35.1481744,120,tx/yOAeRA1TyNvuLHilWQw==,-102.93,-30.00,126.8519440,35.1487579,124,,,,,,false,1,,,,false,,false,,false,http://sangmooshotel.modoo.at,,true,126.850126,35.148247,true,126.850126,35.148247,false,,"숙박 일반실 50,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3689.45,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002043
45,46,12002947,마이다스호텔,062-973-5000,false,0507-1437-5003,1,숙박,호텔,221941,221942,222293,광주광역시 광산구 쌍암동 679-5,광주광역시 광산구 임방울대로825번길 43,쌍암동 679-5,광주 광산구,임방울대로825번길 43,,마이다스<b>호텔</b>,062-973-5000,,,,,,4,42ef3cb92c18fd03a754b37040d6e84e,0,http://ldb.phinf.naver.net/20170113_88/1484274369185iBmvX_JPEG/186063515629076_0.jpeg,s,1,1,126.8483730,35.2199381,12,false,b1nl0EMIcdC2EyIzAa0LrQ==,-95.37,7.25,126.8487379,35.2199547,80,qRI/JWvCnZBylnjizgybPA==,-93.19,-30.00,126.8521576,35.2201462,124,,,,,,true,1,,,,false,,false,,false,http://www.midashotel.kr/,,true,126.8486198,35.2201016,true,126.848615,35.219946,false,매일 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5549.08,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,1,RELA,1.0,12002947,117.9926027,19.6944771,117.9926027,19.6944771,5,32417101,마이다스호텔입구,입구,입구(사람),126.8486150,35.2199460,1,57822045,마이다스호텔주차장입구,주차장입구,입구(사람+차량),126.8486198,35.2201016,,,,,,,,,,,,,,,,,,
46,47,1267829385,벤처비즈니스호텔,062-655-7777,false,0507-1369-7777,1,숙박,호텔,221941,221942,222293,광주광역시 서구 치평동 1250-8,광주광역시 서구 상무중앙로38번길 5-6,치평동 1250-8,광주 서구,상무중앙로38번길 5-6,,벤처비즈니스<b>호텔</b>,062-655-7777,,,,,,18,eb66e59d82f82c2e2c25c3aa37c6bc9f,0,http://ldb.phinf.naver.net/20191002_152/1569960929096lRsho_JPEG/5b6bca4664fd37.82619832.jpg,s,1,1,126.8494513,35.1507003,12,false,rXE4m9cZ/ou3/JzNLuZ2NA==,76.45,9.88,126.8492222,35.1506929,90,qly5mfjzKOmKT/9CGtsnOQ==,-95.62,-30.00,126.8519058,35.1509399,124,,,,,,false,1,,,,false,,false,,false,http://venturehotel.kr,,true,126.849296,35.150669,true,126.849296,35.150669,false,,숙박 타임특가-1인한정(스탠다드 더블-조식미포함) 업체문의,,,,false,1,true,https://booking.naver.com/booking/3/bizes/158367,,false,true,false,false,false,,false,,,true,,-1,,3521.86,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,"￦70,000~",default,LODGING,70000,,,,,,,,,,,
47,48,96442206,MVP비지니스호텔,062-945-9999,false,,1,숙박,호텔,221941,221942,222293,광주광역시 광산구 우산동 1609-6,광주광역시 광산구 무진대로212번길 14-5,우산동 1609-6,광주 광산구,무진대로212번길 14-5,,MVP비지니스<b>호텔</b>,062-945-9999,,,,,,2,e92d5916d9e5e30f0aa2f9ea65ab22db,0,http://ldb.phinf.naver.net/20181221_103/1545337118901Nuigk_JPEG/599d52dfd38e27.36890990.jpg,s,1,1,126.8031793,35.1609357,12,false,3suo6TgFXDsymXstHNMX0A==,-162.18,52.06,126.8032314,35.1611287,80,WNyPvcclsKxQ/Tx0eD+1uQ==,-91.59,-30.00,126.8066635,35.1610298,124,,,,,,false,1,,,,false,,false,,false,,,true,126.803183,35.1611,true,126.803183,35.1611,false,,"숙박 스위트-트윈 (스타일러, 무료영화, 코로나안심객실) 55,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6666.74,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,1819915362,피렌체관광호텔,062-380-0000,false,0507-1397-0000,1,숙박,호텔,221941,221942,1003441,광주광역시 서구 치평동 1250-9,광주광역시 서구 상무중앙로38번길 5-8 피렌체 관광호텔,치평동 1250-9,광주 서구,상무중앙로38번길 5-8,피렌체 관광호텔,피렌체관광<b>호텔</b>,062-380-0000,,,,,,77,6de93c80f651f8141b367bf6069c877c,0,http://ldb.phinf.naver.net/20200717_295/1594959730901N2mFA_JPEG/IMG_4905.JPG,s,1,1,126.8494827,35.1508742,8,false,t1s0tbL0vJOvEvJQMCj9fw==,92.13,10.00,126.8492222,35.1508837,120,qly5mfjzKOmKT/9CGtsnOQ==,-91.60,-30.00,126.8519058,35.1509399,124,,,,,,false,1,,,,false,,false,,false,https://www.firenzegwangju.com,,true,126.849299,35.1508,true,126.849299,35.1508,false,매일 00:00~24:00,,,,,false,0,true,https://booking.naver.com/booking/3/bizes/250334,,false,true,false,false,false,,false,,,false,,-1,,3505.26,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,,"￦65,000~",default,LODGING,65000,,,,,,,,,,,
49,50,60786217,소풍무인호텔,062-524-6635,false,,1,숙박,호텔,221941,221942,222293,광주광역시 북구 운암동 97-33,광주광역시 북구 북문대로 15,운암동 97-33,광주 북구,북문대로 15,,소풍무인<b>호텔</b>,062-524-6635,,,,,,0,d5786d992e2d94e26450c05402c1adff,0,http://ldb.phinf.naver.net/20170926_191/1506407652670kGqT1_JPEG/1506407651264_59c941c5a195e84e8cf0fbe5.jpg,s,1,1,126.8832307,35.1736332,12,false,Vr9qlOJTrPyIjENR7tcZPg==,-178.14,6.13,126.8833763,35.1738457,38,wKX570JX6JxGICocydWhPQ==,90.50,-30.00,126.8788910,35.1736679,124,,,,,,false,1,,,,false,,false,,false,,,true,126.883334,35.173727,true,126.883334,35.173727,false,,"숙박 VIP 50,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,810.23,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
