index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/0/3,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords,shortAddress,categoryPath/1/0,categoryPath/1/1,context/0,context/1,context/2,context/3,categoryPath/1/2,context/4,skyPanorama,shortAddress/2,categoryPath/0/4,microReview/0,microReview/1,microReview/2,microReview/3,microReview/4,markerLabel/text,markerLabel/style,markerLabel/meta/type,markerLabel/meta/raw/minPrice
23,64,38411508,알로하펫,062-351-6997,false,0507-1407-6997,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 서구 화정동 766-38,광주광역시 서구 화운로 116-1,화정동 766-38,광주 서구,화운로 116-1,알로하펫,062-351-6997,0,706a20ba30acfacc1bedc9d07796468d,0,http://ldb.phinf.naver.net/20180719_142/1532007393092xM6yR_JPEG/Jg69NsGNlcOrFyAubt3jd4Vi.jpeg.jpg,s,1,1,126.8787799,35.1498234,12,false,zZBBPxPPmWLsBuVZ7aFJUQ==,36.35,1.06,126.8786967,35.1497050,80,XSUZjpLyEuhKOmSv97cWXA==,-87.00,-30.00,126.8794479,35.1497879,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/alohapet,,true,126.878711,35.149843,true,126.878711,35.149843,false,매일 10:00~20:00 | 화요일 휴무,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2814.10,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
24,65,1799515520,베스트슬립 광주쇼룸,062-372-2407,false,0507-1332-2407,1,"쇼핑,유통",침대,223563,223570,223699,광주광역시 서구 치평동 1236-3,광주광역시 서구 상무중앙로 58 타임스퀘어 빌딩 2층,치평동 1236-3,광주 서구,상무중앙로 58,베스트슬립 <b>광주</b>쇼룸,062-372-2407,0,3d69a38b693558a59c8b0cf53ea68092,0,,s,1,1,126.8488746,35.1522016,12,false,UNLddtb9SjnxKwZVvtyCkQ==,80.14,20.81,126.8484356,35.1522008,80,rGUKMNbbRkbwJQFnG/w+lg==,-89.05,-30.00,126.8516693,35.1521530,124,,,,,,false,1,,,,false,,false,,false,http://bestsleep.us,,true,126.8491233,35.1521485,true,126.8486589,35.1521089,false,매일 11:00~20:00 사전 예약제,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3431.37,nres://marker/00060-00139,nres://marker/00060-00294,,,,,224217,,,,,,,,,,,,,,,,,,타임스퀘어 빌딩 2층,224545,,,,,,,,,
25,66,16047743,신라모텔,062-383-0062,false,0507-1482-0065,1,숙박,모텔,221941,221946,230778,광주광역시 서구 치평동 1261-6,광주광역시 서구 상무평화로 127,치평동 1261-6,광주 서구,상무평화로 127,신라모텔,062-383-0062,17,afd0515ab6bf384ca1a48326b744fa24,0,http://ldb.phinf.naver.net/20200905_256/1599250540749Aflh7_JPEG/5f51ae9d275a52.80697314.jpg,s,1,1,126.8523164,35.1496311,8,false,hcrpF4EGKcCkNtEV/zVlSw==,-31.66,7.13,126.8524780,35.1493880,90,ZmZvHamA8KYyagG8cVsbMg==,135.78,-30.00,126.8519440,35.1500130,124,,,,,,false,1,,,,false,,false,,false,https://gwshilla.modoo.at,,true,126.85226,35.149416,true,126.85226,35.149416,false,,"숙박 프리미엄 더블 50,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3455.39,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,67,1134443293,첨단사랑동물병원,062-972-5996,false,0507-1322-5996,1,"건강,의료",동물병원,223175,223177,,광주광역시 광산구 쌍암동 694-63,광주광역시 광산구 월계로 217 첨단프라자 1층 122호,쌍암동 694-63,광주 광산구,월계로 217,첨단사랑동물병원,062-972-5996,0,fafd9be92db7f598f5411af91b4c5c62,0,http://ldb.phinf.naver.net/20190819_243/1566141885550T1al9_JPEG/YqpHDfeIlMGvMdtPvs3yC6ws.jpeg.jpg,s,1,1,126.8497159,35.2135564,12,false,VhIEGWginvDfaDxw9/y9YA==,-23.60,11.38,126.8498644,35.2134104,80,6WAwDoPJ2kHcpZ4ziG7LsQ==,-79.23,-30.00,126.8519440,35.2131310,124,,,,,,false,1,,,,false,,false,,false,https://blog.naver.com/chdloveah,,true,126.8494019,35.2138921,true,126.8493625,35.2135043,false,평일 09:30~20:30 | 토요일 10:00~19:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4858.68,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,false,126.8498336,35.2136583,,,222606,222607,,,,,1004452,,,첨단프라자 1층 122호,,,,,,,,,,
27,68,37402269,모래시계 뷔페 레스토랑,062-610-7061,false,,1,음식점,뷔페,220036,220046,220164,광주광역시 서구 치평동 573-1,광주광역시 서구 상무누리로 55 홀리데이인 광주호텔 1층,치평동 573-1,광주 서구,상무누리로 55,모래시계 뷔페 레스토랑,062-610-7061,83,3400b300b570583b283c5fd04abcb91b,0,http://ldb.phinf.naver.net/20171123_229/151142384489785WvD_JPEG/zvJ4aj_PF53zylN5hkeLV3_A.jpg,s,1,1,126.8379845,35.1477245,8,false,wPrM5VXRo5lS/r4UdAqX6g==,168.06,10.00,126.8379418,35.1479250,120,Smfii8TYzCy/gznjlBUdCQ==,87.60,-30.00,126.8350296,35.1475983,124,,,,,,false,1,,,,false,,false,,false,http://higwangju.com/,,true,126.8384721,35.1477019,true,126.8384721,35.1477019,false,매일 06:00~22:00,"올 데이 다이닝 변동가격(업주문의) | 런치 뷔페 38,500 | 디너 뷔페 79,200",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4486.54,nres://marker/00063-00122,nres://marker/00063-00276,,,,,,,,,,,,,,,,딤섬,베이징덕,디저트,레스토랑,,초밥,,홀리데이인 광주호텔 1층,,광주 홀리데이 인 모래시계 레스토랑,홀리데이 인 광주 호텔 뷔페,뷔페 모든걸 다 갖춘 모래시계 레스토랑,광주가족모임 하기좋은 상무지구뷔페,모임장소로 좋은 광주 뷔페,,,,
28,69,13506654,프린스모텔,070-8807-7313,false,0507-1401-7313,1,숙박,모텔,221941,221946,230778,광주광역시 남구 백운동 636-20,광주광역시 남구 독립로 9-14 프린스모텔,백운동 636-20,광주 남구,독립로 9-14,프린스모텔,070-8807-7313,1,23b9353e800c1d6488e1a6f5610de425,0,http://ldb.phinf.naver.net/20190423_177/15559642604163eiOH_JPEG/5cbd6bcecdc2d3.14436989.jpg,s,1,1,126.9005482,35.1347611,12,false,PQMarMaWu4rk5lpIHPs21w==,-2.84,10.00,126.9005551,35.1346238,120,FblZjU284YxtLLk1zCTzqQ==,88.81,-30.00,126.8966827,35.1346779,124,,,,,,false,1,,,,false,,false,,false,,,true,126.9004307,35.1348796,true,126.9004307,35.1348796,false,,"숙박 일반실 30,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5055.13,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,프린스모텔,,,,,,,,,,
29,70,1779999892,시오트,010-5791-2558,false,0507-1381-2558,1,반려동물,애견사료,223563,223715,224290,광주광역시 광산구 신창동 1209-5,광주광역시 광산구 신창로36번길 33 1층,신창동 1209-5,광주 광산구,신창로36번길 33,시오트,010-5791-2558,0,c6187148b89281a95c2d8020cb6dadeb,0,http://ldb.phinf.naver.net/20200114_262/15789880408557WR6O_JPEG/C2ydVYoogbVjsdJK97-VDwgQ.jpeg.jpg,s,1,1,126.8387247,35.1890232,8,false,sMb9/KLDwmYU74JNaHpoDQ==,-56.14,10.00,126.8388368,35.1889479,120,T23kykXgrg4V0WPhMTyfxA==,99.53,-30.00,126.8352814,35.1895981,124,,,,,,false,1,,,,false,,false,,false,http://www.instagram.com/jieun5691,,,,,,,,false,매일 11:30~08:30 일요일휴무,"아메리카노 3,000 | 애견수제건조간식 3,500 | 애견베이킹간식 2,000 | 수제청&에이드 5,000 | 허브티 3,000 | 애견건조간식3봉 10,000",,,,false,1,false,https://booking.naver.com/booking/6/bizes/326201,,true,false,true,false,true,스마트주문으로 포장하면 매일 네이버 페이 1천 포인트 적립!(가게별 2번/5번/10번째 주문시 페이 포인트 6천원 추가 적립까지),false,,,true,,-1,,3611.82,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,220036,1003557,,,,,,,,1층,,,,,,,,,,
30,71,37789234,야옹아멍멍해봐 광주 수완점,062-953-0069,false,,1,반려동물,애견용품,223563,223715,224289,광주광역시 광산구 수완동 670-2,광주광역시 광산구 임방울대로 506,수완동 670-2,광주 광산구,임방울대로 506,야옹아멍멍해봐 <b>광주</b> 수완점,062-953-0069,0,96b0d8a048ebe9c98957d89a5033772c,0,http://ldb.phinf.naver.net/20160420_204/1461133297633ktxA4_JPEG/176365617825231_0.jpeg,s,1,1,126.8205182,35.2042977,12,false,jrOK4yv4hBe9DxQHRPbdsg==,111.80,8.50,126.8201574,35.2044336,23,S3khP7uT3BCto5dGbO+Lcg==,-89.90,-30.00,126.8226166,35.2042923,124,,,,,,false,1,,,,false,,false,,false,,,true,126.8201281,35.20427,true,126.8201281,35.20427,false,"매일 09:00~22:00 휴일-설날,추석당일",,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5898.76,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
31,72,1322731163,인생설렁탕 광주상무점,062-370-8034,false,0507-1344-8034,1,한식,"곰탕,설렁탕",220036,220037,220069,광주광역시 서구 치평동 1231-5 유탑부티크호텔 2층,광주광역시 서구 시청로 53 유탑부티크호텔 2층,치평동 1231-5 유탑부티크호텔 2층,광주 서구,시청로 53,인생설렁탕 <b>광주</b>상무점,062-370-8034,1,f3c87d3f71d2a21fdfe5060fb5d1babf,0,http://ldb.phinf.naver.net/20200824_111/1598263919001QKU3h_PNG/F2cRqs04LkcyyiMoYf1w7GAK.png,s,1,1,126.8511117,35.1530587,12,false,ywgmizI2op/bm16M3yGihg==,4.96,10.00,126.8511016,35.1529423,120,MtQ+qKPdzthfpnzHGRtV0A==,-96.91,-30.00,126.8516693,35.1531258,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,매일 07:30~22:00 | 매일 15:00~16:30 Break Time,"인생설렁탕 6,500",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3224.35,nres://marker/00063-00122,nres://marker/00063-00276,,,,,220696,,,,,,,,,,,,,,,,,,유탑부티크호텔 2층,,,,,,,,,,
32,73,1922237644,개단장,062-961-3999,false,,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 광산구 신가동 384-1,"광주광역시 광산구 목련로381번길 26 , 1층",신가동 384-1,광주 광산구,목련로381번길 26,개단장,062-961-3999,4,d9d2816168a334b2b3a8236d423f8511,0,http://ldb.phinf.naver.net/20200103_12/1578027512859aoNek_JPEG/vOlRJZPi26URbKcgSMadlILn.jpg,s,1,1,126.8311240,35.1826919,12,false,4P5VKmC1W0IuNUomN5TjRQ==,2.79,10.00,126.8311179,35.1825666,120,dnuJ+1QnQHGhrlLMKXQ1sw==,-85.66,-30.00,126.8352814,35.1823730,124,,,,,,false,1,,,,false,,false,,false,http://www.instagram.com/dan__jang__,,,,,,,,false,매일 10:00~19:00 | 화요일 휴무,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4036.49,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,", 1층",,,,,,,,,,
33,74,36177660,미용하는 퍼피마미,010-8608-0668,false,,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 광산구 쌍암동 688-4,광주광역시 광산구 앰코로 35 4층 402-2,쌍암동 688-4,광주 광산구,앰코로 35,미용하는 퍼피마미,010-8608-0668,37,b6764dee43a979474c0b8a3da7757ef5,0,http://ldb.phinf.naver.net/20200214_15/15816415921352KFWO_JPEG/dpgSGmVSTkwklIvzDWwngAjy.jpg,s,1,1,126.8523915,35.2215326,8,false,vZSVNmKc4a53uniqBgwBSQ==,-86.21,10.00,126.8528184,35.2215040,120,oW2B3DDLKcg5BtVL4lFWGw==,-85.18,-30.00,126.8525009,35.2215233,124,,,,,,false,1,,,,false,,false,,false,http://instagram.com/parkmung_by_puppymommy_ceo,,true,126.8521091,35.2207038,true,126.8524037,35.2206997,false,매일 11:00~18:00 휴무일이 매주 달라요.꼭 전화주세요 | 주말 11:00~21:00 토.일.공휴일 애견미용가능.미리예약전화 주세요 | 공휴일 11:00~21:00 토.일.공휴일 애견미용가능.미리예약전화 주세요,커피 0,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5568.15,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,221986,221989,애견카페,떡볶이,돈가스,데이트,1003268,,,4층 402-2,,,,,,,,,,
34,75,1295048954,거기조아모텔,062-524-9800,false,0507-1416-9800,1,숙박,모텔,221941,221946,230778,광주광역시 북구 신안동 137-5,광주광역시 북구 중흥로83번길 11,신안동 137-5,광주 북구,중흥로83번길 11,거기조아모텔,062-524-9800,1,ffd9dd9a6c88a084d0cdcb0fe730eaf5,0,http://ldb.phinf.naver.net/20190325_235/1553458683253zc16O_PNG/5c94786e10c152.97287697.png,s,1,1,126.9033759,35.1644533,12,false,Z8C27RuMmqVtXggPYL67wg==,-1.40,10.00,126.9033788,35.1643343,120,rxBNsgo0YfFxoZKdhtftww==,-88.75,-30.00,126.9066696,35.1643791,124,,,,,,false,1,,,,false,,false,,false,,,true,126.903519,35.16454,true,126.903519,35.16454,false,,"숙박 일반실 35,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,2875.01,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,false,126.903314,35.164376,false,126.903314,35.164376,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
35,76,1129882725,독크루 서구점,010-5912-3348,false,0507-1396-3348,1,애견카페,,221986,221989,1003665,광주광역시 서구 풍암동 1090-7,광주광역시 서구 풍암순환로109번길 3 1층 독크루,풍암동 1090-7,광주 서구,풍암순환로109번길 3,독크루 서구점,010-5912-3348,77,7065110982d105b7ddaaa78984f18f82,0,http://ldb.phinf.naver.net/20191228_82/1577532557757Tpf47_JPEG/ch6rsocsOI8I9MA4m4MMB9tM.jpg,s,1,1,126.8833250,35.1214533,12,false,1TouMYn3hv5naJ9na8NXaA==,-112.25,10.00,126.8834343,35.1214979,120,OgkUQpV5UJKDo5ZZTndmQw==,73.72,-30.00,126.8806763,35.1206779,124,,,,,,false,1,,,,false,,false,,false,https://cafe.naver.com/hammershouse,,,,,,,,false,매일 10:00~22:00 연중무휴,강아지 입장료 없음 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5998.34,nres://marker/00063-00038,nres://marker/00063-00191,,,,,220588,,,,,,,,,222606,222607,,,,,1004452,,,1층 독크루,,,,,,,,,,
36,77,1330231385,이끌림-비너스본점,062-512-5228,false,0507-1312-5228,1,숙박,모텔,221941,221946,230778,광주광역시 북구 신안동 127-8,광주광역시 북구 자미로10번길 14,신안동 127-8,광주 북구,자미로10번길 14,이끌림-비너스본점,062-512-5228,0,5dd29cf0eb09ddd98f6b838130607c7a,0,http://ldb.phinf.naver.net/20200521_180/1590034583718jEQqa_JPEG/TthVzHgi6CHKqJ98Vx2wcGbI.JPG.jpg,s,1,1,126.9035606,35.1666599,12,false,sNO5wv47gl6MozGoPBSiiA==,-154.05,10.00,126.9036110,35.1667631,120,OPh6d9PiJAVytmouv0OiNQ==,-89.14,-30.00,126.9066696,35.1666107,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,매일 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2801.01,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
37,78,1646561285,데일리펫위드독스,070-4117-0918,false,0507-1332-0918,1,애견카페,,221986,221989,1003665,광주광역시 북구 동림동 155-3,광주광역시 북구 북문대로249번길 57 데일리펫,동림동 155-3,광주 북구,북문대로249번길 57,데일리펫위드독스,070-4117-0918,23,cdb05a7824c173e4b60474c55c89a118,0,http://ldb.phinf.naver.net/20190201_32/1548964994927ONXu4_JPEG/iLOEFP2rJJiFLQG4FTRR7lVW.jpg,s,1,1,126.8623236,35.1854733,8,false,EKi8mvjAn5VCJJg0BpV40Q==,137.11,10.00,126.8622021,35.1856038,120,+xARjdU3mIZqUiSXRzO28A==,76.98,-30.00,126.8608322,35.1851273,124,,,,,,false,1,,,,false,,false,,false,,,true,126.862313,35.185678,true,126.862313,35.185678,false,매일 11:00~22:00 매주 화요일 정기 휴일,"아메리카노 7,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,1616.18,nres://marker/00063-00038,nres://marker/00063-00191,,,,,220588,,,,,,,,,221986,221989,,,,,1003268,,,데일리펫,,,,,,,,,,
38,79,1153062066,해피애견타운 강아지고양이광주점,010-9371-0089,false,,1,반려동물,반려동물분양,223267,223272,1003294,광주광역시 서구 쌍촌동 1288,광주광역시 서구 상무오월로19번길 6 1층 해피애견타운,쌍촌동 1288,광주 서구,상무오월로19번길 6,해피애견타운 강아지고양이<b>광주</b>점,010-9371-0089,193,2a5d7e1d54d1be264d554cc40521a565,0,http://ldb.phinf.naver.net/20200716_99/1594869450721fsLM2_JPEG/_vI9_Qz0mGUVEOjZGv4eYzN6.JPG.jpg,s,1,1,126.8616879,35.1560109,8,false,Yczxkh5Gu4Isvn1tLXSqZg==,133.04,11.88,126.8616161,35.1561168,75,vRpv1viomYcq93hq6SgFsQ==,65.09,-30.00,126.8608322,35.1556129,124,,,,,,false,1,,,,false,,false,,false,http://www.happytown.kr/shop/shopbrand.html?xcode=025&type=X,,true,126.861546,35.155958,true,126.861546,35.155958,false,매일 00:00~24:00 ☆연중무휴☆,강아지분양/상담 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,2397.76,nres://marker/00063-00006,nres://marker/00063-00159,,,,,224288,false,126.861787,35.156085,false,126.861787,35.156085,,,,,,,,,,,,1층 해피애견타운,231746,,,,,,,,,
39,80,1606781057,도그의 비발디,062-962-6625,false,0507-1320-6625,1,애견카페,,221986,221989,1003665,광주광역시 광산구 신창동 943-1,광주광역시 광산구 신가매결길 91-63,신창동 943-1,광주 광산구,신가매결길 91-63,도그의 비발디,062-962-6625,21,ad3f79d36314a406e6b603d459bc2a18,0,,s,1,1,126.8394227,35.1886567,12,false,oYwWWyJSPBfM4PnGa4JkMQ==,8.09,10.00,126.8394095,35.1885638,120,jCa5EAc37hWoLQ1aUlaM3w==,-85.55,-30.00,126.8427811,35.1883926,124,,,,,,false,1,,,,false,,false,,false,http://www.instagram.com/dogs_vivaldi,,,,,,,,false,평일 11:30~23:00 목요일 휴무 | 주말 11:30~23:00 목요일 휴무,"아메리카노 4,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3536.91,nres://marker/00060-00038,nres://marker/00060-00192,,,,,220588,,,,,,,,,221986,221989,,,,,1003268,,,,,,,,,,,,,
40,81,1195841876,hotel Coo,062-652-0554,false,,1,숙박,모텔,221941,221946,230778,광주광역시 남구 방림동 540-21,광주광역시 남구 대남대로117번길 3-3,방림동 540-21,광주 남구,대남대로117번길 3-3,hotel Coo,062-652-0554,0,d689912f28d3efb2cae4e8b8270b5188,0,http://ldb.phinf.naver.net/20200917_14/16002873715649Iu5Y_JPEG/5f61a59d798821.78630098.jpg,s,1,1,126.9126357,35.1337078,8,false,MPrvnGQcv5e4s9D4pq43ag==,-16.36,10.00,126.9126659,35.1336049,120,G6a3Gue2vTiQEdNYzBUrww==,-98.62,-30.00,126.9147186,35.1340218,124,,,,,,false,1,,,,false,,false,,false,http://www.instagram.com/hotelcoo,,,,,,,,false,,"숙박 일반실 30,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5748.70,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,82,1790643089,데일리도그,062-522-1259,false,,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 북구 운암동 133-18,광주광역시 북구 비엔날레로 43,운암동 133-18,광주 북구,비엔날레로 43,데일리도그,062-522-1259,16,63d670fc1683fb12d7d94d05db3275dc,0,http://ldb.phinf.naver.net/20180725_253/15325015627463qiOE_JPEG/UXwbgje1btyLq6gtDOtM-7FD.jpg,s,1,1,126.8881608,35.1760956,8,false,R2o1H1wc2e5rbh8HV7OhpA==,-55.75,10.00,126.8882820,35.1760130,120,R35gf7QjuSZ2TJVn0dXvdA==,-122.78,-30.00,126.8891678,35.1767426,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1254.65,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
42,83,441675104,다솜채 한옥게스트하우스,070-8831-7700,false,0507-1446-7700,1,숙박,게스트하우스,221941,221954,,광주광역시 광산구 송정동 808-11,광주광역시 광산구 내상로51번길 27 다솜채,송정동 808-11,광주 광산구,내상로51번길 27,다솜채 한옥게스트하우스,070-8831-7700,325,ce25fb7a8f903583109af33489e1c8c7,0,http://ldb.phinf.naver.net/20170710_143/1499656972259qA2uQ_JPEG/IMG_4951.jpg,s,1,1,126.7976518,35.1389884,8,false,ZMJFNZYbj7LwvKfd/xwjXQ==,-115.31,10.00,126.7977400,35.1390300,120,mkZAIKjvn9Ci8L7PVfX0EA==,-171.86,-30.00,126.7983322,35.1436920,124,,,,,,false,1,,,,false,,false,,false,http://www.dasomchae.net/,,true,126.797711,35.139016,true,126.797711,35.139016,false,,"다솜채한옥 군자란 패밀리룸기준2인최대 4인 80,000 | 황토편백 2인 더블룸 47,000 | 1인추가 15,000 | 다솜채한옥 국화 패밀리룸기준2인최대 4인 80,000 | 다솜채한옥 수선화룸기준2인최대 3인 65,000 | 다솜채한옥 매화룸기준2인최대 3인 65,000 | 다솜채한옥 동백룸기준2인최대 3인 65,000 | 황토편백 2인 물망초 더블룸 48,000 | 황토편백 2인 에델바이스 트윈룸 48,000 | 황토편백 다인실 라일락룸 1인 22,000 | 황토편백 다인실 라일락룸 22,000 | 황토편백 마로니에 패밀리룸 2인최대4인 55,000 | 황토편백 아이리스 패밀리룸 2인최대4인 55,000",,,,false,1,true,http://booking.naver.com/booking/3/bizes/132115,,false,true,false,false,false,주중 특별 할인   10박 이상 월-목요일  20%  20박 이상 월-목요일  30%  주중 연박 3박 이상 또는 단체 게스트  제주도 2인 왕복 무료 항공권,false,,,true,,-1,,8047.94,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,시장,떡갈비,편백나무,상추튀김,,국밥,,다솜채,,,,,,,"￦24,000~",default,LODGING,24000
43,84,1478101069,야옹아멍멍해봐 월곡점,062-954-0029,false,,1,반려동물,애견용품,223563,223715,224289,광주광역시 광산구 월곡동 313-29 새한빌딩 1층,광주광역시 광산구 사암로 329 새한빌딩 1층,월곡동 313-29 새한빌딩 1층,광주 광산구,사암로 329,야옹아멍멍해봐 월곡점,062-954-0029,0,becdfbf4e9c8f03188cd5bad9cd33899,0,http://ldb.phinf.naver.net/20200724_86/1595583750732OmCE9_JPEG/skl_6HcbPq-uCGYBykRJ33By.jpg,s,1,1,126.8086875,35.1737863,12,false,011mgdLDooWRHsvXm6wJkw==,-103.77,10.00,126.8090116,35.1738654,120,WoB2j1vpTTmQ32NWV1tZLg==,106.04,-30.00,126.8066635,35.1743660,124,,,,,,false,1,,,,false,,false,,false,,,true,126.808827,35.173815,true,126.808827,35.173815,false,"매일 09:00~22:00 추석, 설날 당일 휴무",,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5983.72,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,,,,,,,,,,새한빌딩 1층,,,,,,,,,,
44,85,1204724985,호야펫,010-5802-2630,false,0507-1304-2630,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 북구 두암동 852-5 1층,광주광역시 북구 군왕로 106-1,두암동 852-5 1층,광주 북구,군왕로 106-1,호야펫,010-5802-2630,408,c565083fdfa5fc365c7adc514377cdf9,0,http://ldb.phinf.naver.net/20180401_63/1522591282987fPtsI_JPEG/ViBupzSO48YqdcmAc2_sGMsR.jpg,s,1,1,126.9327942,35.1707724,12,false,1/EAl8M3LBSV5H7okUSafA==,105.59,10.00,126.9326586,35.1708101,120,l5ZTDzv9Itf30vVxoOOPkA==,-141.91,-30.00,126.9330521,35.1711006,124,,,,,,false,1,,,,false,,false,,false,http://www.instagram.com/hoya__pet,,true,126.932836,35.170689,true,126.932836,35.170689,false,매일 10:00~19:00 일요일 휴무,"부분미용 15,000 | 전체미용 30,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5326.96,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,222606,222607,,,,,1004452,,,,,,,,,,,,,
