index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,categoryPath/0/3,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,categoryPath/1/3,address,roadAddress,abbrAddress,shortAddress,display,telDisplay,context/0,context/1,context/2,context/3,context/4,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,poiInfo/relation/detail/2/type,poiInfo/relation/detail/2/sid,poiInfo/relation/detail/2/fullName,poiInfo/relation/detail/2/name,poiInfo/relation/detail/2/category,poiInfo/relation/detail/2/xPos,poiInfo/relation/detail/2/yPos,poiInfo/relation/detail/3/type,poiInfo/relation/detail/3/sid,poiInfo/relation/detail/3/fullName,poiInfo/relation/detail/3/name,poiInfo/relation/detail/3/category,poiInfo/relation/detail/3/xPos,poiInfo/relation/detail/3/yPos,poiInfo/relation/detail/4/type,poiInfo/relation/detail/4/sid,poiInfo/relation/detail/4/fullName,poiInfo/relation/detail/4/name,poiInfo/relation/detail/4/category,poiInfo/relation/detail/4/xPos,poiInfo/relation/detail/4/yPos,poiInfo/relation/detail/5/type,poiInfo/relation/detail/5/sid,poiInfo/relation/detail/5/fullName,poiInfo/relation/detail/5/name,poiInfo/relation/detail/5/category,poiInfo/relation/detail/5/xPos,poiInfo/relation/detail/5/yPos,poiInfo/relation/detail/6/type,poiInfo/relation/detail/6/sid,poiInfo/relation/detail/6/fullName,poiInfo/relation/detail/6/name,poiInfo/relation/detail/6/category,poiInfo/relation/detail/6/xPos,poiInfo/relation/detail/6/yPos,poiInfo/relation/detail/7/type,poiInfo/relation/detail/7/sid,poiInfo/relation/detail/7/fullName,poiInfo/relation/detail/7/name,poiInfo/relation/detail/7/category,poiInfo/relation/detail/7/xPos,poiInfo/relation/detail/7/yPos,poiInfo/relation/detail/8/type,poiInfo/relation/detail/8/sid,poiInfo/relation/detail/8/fullName,poiInfo/relation/detail/8/name,poiInfo/relation/detail/8/category,poiInfo/relation/detail/8/xPos,poiInfo/relation/detail/8/yPos,poiInfo/relation/detail/9/type,poiInfo/relation/detail/9/sid,poiInfo/relation/detail/9/fullName,poiInfo/relation/detail/9/name,poiInfo/relation/detail/9/category,poiInfo/relation/detail/9/xPos,poiInfo/relation/detail/9/yPos,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/walk,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,poiInfo/relation,entranceCoords,shortAddress/0,shortAddress/1,skyPanorama,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords/walk/2/rep,entranceCoords/walk/2/x,entranceCoords/walk/2/y,shortAddress/2,entranceCoords/walk/3/rep,entranceCoords/walk/3/x,entranceCoords/walk/3/y,entranceCoords/walk/4/rep,entranceCoords/walk/4/x,entranceCoords/walk/4/y,entranceCoords/walk/5/rep,entranceCoords/walk/5/x,entranceCoords/walk/5/y,entranceCoords/walk/6/rep,entranceCoords/walk/6/x,entranceCoords/walk/6/y,categoryPath/1/4,entranceCoords/car/2/rep,entranceCoords/car/2/x,entranceCoords/car/2/y,streetPanorama,categoryPath/0/4,entranceCoords/car,poiInfo/relation/detail
29,40,20095578,광주공원 사적비군,062-672-0660,false,,1,"여행,명소",기념물,222117,222119,222143,229276,,,,,광주광역시 남구 구동 21-1,광주광역시 남구 중앙로107번길 15,구동 21-1,,<b>광주공원</b> 사적비군,062-672-0660,,,,,,6,98257fa25dd80e18ab340a11a72ee946,0,,s,1,1,126.9093578,35.1462044,10,false,Yoc2JC+sneqyNuedA1bkPw==,-66.77,8.15,126.9096950,35.1461270,80,UDqjHPye0O9MGr6on3ntmw==,96.45,-30.00,126.9063873,35.1465378,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4500.83,nres://marker/00049-00126,nres://marker/00049-00261,,,,,,,광주 남구,중앙로107번길 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,41,1011467554,광주공원 앞 주차장,,false,,0,"교통,운수",민영주차장,226187,226189,226201,226256,,,,,광주광역시 남구 구동 1-21,광주광역시 남구 천변좌로338번길 16,구동 1-21,,<b>광주공원</b> 앞 주차장,,,,,,,0,348d6b9ed9bdfc20de0f00e5e7f51e2e,0,,s,1,1,126.9088176,35.1485940,12,false,pDVVkyavghw74hdWSwLPAQ==,29.30,10.00,126.9087129,35.1484074,120,qn7bkpOoE9SxDRCo+Ec6dw==,97.12,-30.00,126.9063873,35.1488953,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.908578,35.148536,,,,,false,평일 10:00~18:00 | 토요일 휴무 | 일요일 휴무 | 공휴일 휴무,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4280.40,nres://marker/00063-00111,nres://marker/00063-00265,,,,,,,광주 남구,천변좌로338번길 16,,true,126.908578,35.148536,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,42,38481754,쏘카 광주공원 앞,1661-3315,false,,1,"임대,대여",카쉐어링,225111,225130,229725,229726,,,,,광주광역시 남구 구동 1-12,광주광역시 남구 구성로 130 영무예다음,구동 1-12,,쏘카 <b>광주공원</b> 앞,1661-3315,,,,,,0,7bcd785c2a1623344b2947d0f3f948d7,0,,s,1,1,126.9091355,35.1487414,11,false,bCL4zSNKlj2avk5hVKSlng==,158.27,10.00,126.9090538,35.1489456,120,qn7bkpOoE9SxDRCo+Ec6dw==,93.25,-30.00,126.9063873,35.1488953,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.909085,35.148852,,,,,false,매일 00:00~24:00 매일 24시간,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4290.44,nres://marker/00063-00035,nres://marker/00063-00188,,,,,,,광주 남구,구성로 130,,true,126.909085,35.148852,,,,,,,영무예다음,,,,,,,,,,,,,,,,,,,,
32,43,12014482,광주광역시도시공사 영락사이버추모공원,062-572-4384,false,,1,장례,장례식장,223267,223280,223377,,222606,222607,1004452,,광주광역시 북구 효령동 100-2,광주광역시 북구 영락공원로 170 영락공원,효령동 100-2,,<b>광주</b>광역시도시공사 영락사이버추모<b>공원</b>,062-572-4384,,,,,,0,84cedd4b338eb49199e6f4461a75742b,0,,s,1,1,126.9157319,35.2310812,11,false,sruoQnC6gs+OtmOlrPJ4sw==,15.01,10.00,126.9157110,35.2310032,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.cyberyoungrak.or.kr/,,,,,,,,,false,매일 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7296.58,nres://marker/00063-00080,nres://marker/00063-00234,,,,,,,광주 북구,영락공원로 170,,,,,,,,,,,영락공원,,,,,,,,,,,,,,,,,,,,
33,44,16308540,문화근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 북구 문흥동,,,,문화근린<b>공원</b>,,,,,,,35,377578f6f24b9da074b85febbb36bb24,0,,s,1,1,126.9158382,35.1841593,12,false,m2vIg7nkDH57O3TkfKqUJQ==,24.83,2.05,126.9161635,35.1831388,80,WduHGKdDQNRMK+fHbnavbg==,53.22,-30.00,126.9150009,35.1835327,124,,,,,1,RELA,1.0,16308540,117.9926027,19.6944771,117.9926027,19.6944771,5,19630584,문화근린공원입구,입구,입구(사람),126.9159891,35.1832540,5,19657908,문화근린공원입구,입구,입구(사람),126.9183750,35.1852833,5,19617873,문화근린공원입구,입구,입구(사람),126.9175682,35.1829855,5,19612981,문화근린공원입구,입구,입구(사람),126.9131639,35.1850083,5,19612983,문화근린공원입구,입구,입구(사람),126.9130500,35.1838000,5,19612043,문화근린공원입구,입구,입구(사람),126.9156639,35.1850250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3904.32,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,true,126.9175682,35.1829855,false,126.9159891,35.183254,false,126.918375,35.1852833,,false,126.9131639,35.1850083,false,126.91305,35.1838,false,126.9156639,35.185025,,,,,,,,,,,
34,45,1060404862,광동청정습지,,false,,0,"여행,명소","자연,생태공원",222117,222118,222136,222186,,,,,경기도 광주시 퇴촌면 광동리 530,,,,광동청정습지,,,,,,,30,dac91fde0acdbadabe9f76da0a19c673,0,http://blogfiles.naver.net/MjAxODA3MzFfOTUg/MDAxNTMzMDA1NzIxMjcx.0CTXwFcVSXogkmeu7gHbYb93UubOJpU9uSP-ETIzp2cg.fS6fzScEr_npJlGo7Muf6IIqRJlbAlEMDG2lYFwirgIg.PNG.gjcityi/07312.png#386x386,s,1,1,127.3019651,37.4720167,12,false,,,,,,,,,,,,,,,,,1,RELA,1.0,1060404862,117.9926027,19.6944771,117.9926027,19.6944771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,258509.53,nres://marker/00055-00097,nres://marker/00055-00239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,46,1626801215,광주영락공원,062-572-4384,false,,1,장례,화장터,223267,223280,223378,,,,,,광주광역시 북구 효령동 100-2,광주광역시 북구 영락공원로 170,효령동 100-2,,<b>광주</b>영락<b>공원</b>,062-572-4384,,,,,,0,c5cf5b1f411e22db45728ea00fe21070,0,,s,1,1,126.9163737,35.2309767,8,false,lfV+7oi6jXUKJznbsZVPcQ==,102.38,10.00,126.9161660,35.2310221,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.916424,35.230614,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7316.85,nres://marker/00063-00060,nres://marker/00063-00214,,,,,,,광주 북구,영락공원로 170,,true,126.916424,35.230614,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,47,16107411,광주공원경노회,062-651-4911,false,,1,"생활,편의","친목,모임",223267,223286,223439,,,,,,광주광역시 남구 구동 78,광주광역시 남구 중앙로128번길 6,구동 78,,<b>광주공원</b>경노회,062-651-4911,,,,,,0,c7ecd7ade9f584e1dfe6889b6e85af28,0,,k,1,1,126.9107503,35.1458952,12,false,D6/M7C7nibzh0TVHUQGeBw==,-135.56,10.00,126.9109121,35.1460598,120,RuevAPAtBHwL2DNH5YjSlQ==,-83.16,-30.00,126.9148788,35.1453972,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,,false,,,false,false,false,false,false,,false,,,false,,-1,,4615.08,nres://marker/00060-00035,nres://marker/00060-00189,,,,,,,광주 남구,중앙로128번길 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,48,532839368,승촌공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 남구 승촌동,,,,승촌<b>공원</b>,,,,,,,2,d25e09a7754c626ead53a9192e299393,0,,s,1,1,126.7605981,35.0664916,12,false,OW3KuNZ/LOgM3rqkCNRHHQ==,-84.60,1.08,126.7621977,35.0668588,80,,,,,,,,,,,1,RELA,1.0,532839368,117.9926027,19.6944771,117.9926027,19.6944771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,15901.84,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,49,21530475,광주영락공원묘지,062-572-4384,false,,1,장례,묘지,223267,223280,223376,229174,,,,,광주광역시 북구 효령동 100-2,광주광역시 북구 영락공원로 170,효령동 100-2,,<b>광주</b>영락<b>공원</b>묘지,062-572-4384,,,,,,0,28f19150293ef36d4262ed02a18aa8b5,0,,s,1,1,126.9173000,35.2298513,11,false,GSIdTzpvP8+YV/53HfseMA==,-146.01,10.00,126.9174471,35.2300689,120,,,,,,,,,,,1,RELA,1.0,21530475,117.9926027,19.6944771,117.9926027,19.6944771,1,16316310,광주영락공원묘지입구,입구,입구(사람+차량),126.9208296,35.2304408,1,847696390,광주영락공원묘지제2추모관입구,제2추모관입구,입구(사람+차량),126.9180449,35.2288460,5,965945364,광주영락공원묘지제2추모관입구,제2추모관입구,입구(사람),126.9180312,35.2296120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,http://www.cyberyoungrak.or.kr/cms/bbs/dk_content.php?ht_id=cyber_02_6,,true,126.9208296,35.2304408,false,126.9180449,35.228846,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7255.14,nres://marker/00060-00060,nres://marker/00060-00215,,,,,,,광주 북구,영락공원로 170,,false,126.9180449,35.228846,false,126.9180312,35.229612,,,,,,,,,,,,,,,,,,,,,,,,
39,50,38323239,광주영락공원묘지제2추모관,,false,,0,장례,납골당,223267,223280,223375,,,,,,광주광역시 북구 효령동 47-4,,,,<b>광주</b>영락<b>공원</b>묘지제2추모관,,,,,,,0,ed06aac2ab421e72c414329ef1c8731e,0,http://ldb.phinf.naver.net/20200603_214/159111345717329f8J_JPEG/VstG30rZHJGDry1Tsdh2MvZx.jpg,s,1,1,126.9179786,35.2292412,12,false,/CVadAg/b89KA8o/Lme7Jg==,171.65,10.00,126.9180234,35.2296646,120,,,,,,,,,,,1,RELA,1.0,0,117.9926027,19.6944771,117.9926027,19.6944771,1,847696390,광주영락공원묘지제2추모관입구,입구,입구(사람+차량),126.9180449,35.2288460,5,965945364,광주영락공원묘지제2추모관입구,입구,입구(사람),126.9180312,35.2296120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,true,126.9180449,35.228846,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7231.56,nres://marker/00063-00035,nres://marker/00063-00188,,,,,,,,,,true,126.9180449,35.228846,false,126.9180312,35.229612,,,,,,,,,,,,,,,,,,,,,,,,
40,51,1951611975,도자기엑스포조각공원,,false,,0,"여행,명소","도시,테마공원",222117,222122,222170,222194,,,,,경기도 광주시 곤지암읍 삼리 72-1,경기도 광주시 곤지암읍 경충대로 727 광주도자기엑스포장,삼리 72-1,,도자기엑스포조각<b>공원</b>,,,,,,,25,849b99e6593b7c87e942a870ce2391eb,0,http://blogfiles.naver.net/MjAxOTA0MjVfMTkz/MDAxNTU2MTYwNDU0NTE2.Ri2s07GAZVHPrWdZn-wCf7i_yBEqE9xQ_tuaxpHtIE4g.yUcLoh5Xh9otP96Lm6aSLhvQ39U6GAil5A4xSVmKzq8g.JPEG.lbh2206000/20190329_132539.jpg#900x675,s,1,1,127.3269467,37.3515937,10,false,KFiUcp4fk9K8Pa+hMXrP9w==,-162.13,6.99,127.3274812,37.3523056,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,매일 09:00~18:00 (관람 종료 1시간 전 입장) | 월요일 휴무,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,245628.94,nres://marker/00049-00090,nres://marker/00049-00225,,,,,,,경기 광주시 곤지암읍,경충대로 727,,,,,,,,,,,광주도자기엑스포장,,,,,,,,,,,,,,,,,,,,
41,52,16283054,전평제근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 서구 매월동,,,,전평제근린<b>공원</b>,,,,,,,47,38d8ad46c196beae18787a3ceae131c6,0,,s,1,1,126.8489375,35.1155821,12,false,Uagh8URLxLYCMqTpo1ymXQ==,-144.96,0.77,126.8492150,35.1156730,80,pVFUw1N89cfSFyc7/ilaKQ==,-118.28,-30.00,126.8535995,35.1180840,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6993.81,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,53,36298710,거징이쉼터,,false,,0,"여행,명소","도시,테마공원",222117,222122,222170,231763,,,,,광주광역시 북구 신용동,,,,거징이쉼터,,,,,,,19,ec7ec3b3a1bb3fbdbee9c73693009291,0,,s,1,1,126.8582747,35.2151093,10,false,02XZdEr8gLDETEWthnNBZA==,-76.47,7.60,126.8593270,35.2143520,80,XvcYves5xd+w4K/1uATAEw==,-79.68,-30.00,126.8608322,35.2146416,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4714.74,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,54,38654450,(부활의집)재단법인광주구천주교공원묘원,062-227-7124,false,,1,장례,납골당,223267,223280,223375,,,,,,전라남도 담양군 월산면 광암리 57-1,전라남도 담양군 월산면 월광로 512,광암리 57-1,,(부활의집)재단법인<b>광주</b>구천주교<b>공원</b>묘원,062-227-7124,,,,,,0,c173e2f3c75146668cd164e37436c555,0,,s,1,1,126.9656373,35.3707419,11,false,3euOnaHksCMaHCRB0kVJqg==,138.74,10.00,126.9655000,35.3708980,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.gjccp.kr/,,true,126.965409,35.370597,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,23321.10,nres://marker/00062-00035,nres://marker/00062-00189,,,,,,,전남 담양군 월산면,월광로 512,,true,126.965409,35.370597,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,55,16022675,원당산공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 광산구 장덕동,,,,원당산<b>공원</b>,,,,,,,43,61db0bb797871f0a8534ce738f14191c,0,,s,1,1,126.8213684,35.1940149,12,false,POPhCDux5Y/swkQZRfOyMg==,154.54,4.56,126.8206500,35.1947909,80,RtuajaXlLr6K1Tl4hOYusA==,-104.78,-34.56,126.8241652,35.1943649,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5277.99,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,56,16023546,경암근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 광산구 하남동,,,,경암근린<b>공원</b>,,,,,,,30,1c82f81f7d5a0938b668b5d36309a2fc,0,,s,1,1,126.8014710,35.1787146,12,false,,,,,,,/72ggfJRagEUoR/XezMwUQ==,87.60,-48.72,126.7986373,35.1777250,80,,,,,1,RELA,1.0,16023546,117.9926027,19.6944771,117.9926027,19.6944771,5,1859204944,경암근린공원입구,입구,입구(사람),126.8002469,35.1780278,1,1873428907,경암근린공원주차장입구,주차장입구,입구(사람+차량),126.7997205,35.1780214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,true,126.7997205,35.1780214,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6652.65,nres://marker/00047-00084,nres://marker/00047-00213,,,,,,,,,,true,126.8002469,35.1780278,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,57,250957178,무등산국립공원,,false,,0,"여행,명소",국립공원,222117,222118,222136,222184,,,,,광주광역시 북구 금곡동,,,,무등산국립<b>공원</b>,,,,,,,214,eae11d515e1d14ae12af78c3f93bb85b,0,,s,1,1,126.9927680,35.1256089,9,false,eEwVSnDlCqkWfyO+Q9UTQg==,90.14,0.38,127.0026283,35.1209950,80,,,,,,,,,,,1,RELA,1.0,250957178,117.9926027,19.6944771,117.9926027,19.6944771,1,16267967,무등산국립공원입구,입구,입구(사람+차량),126.9560008,35.1340375,1,16313332,무등산국립공원입구,입구,입구(사람+차량),126.9874380,35.1456800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,false,126.9560008,35.1340375,false,126.987438,35.14568,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,12081.36,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,,,,,false,126.9560008,35.1340375,false,126.987438,35.14568,,,,,,,,,,,,,,,,,,,,,,,,
47,58,16314155,일곡제1근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,광주광역시 북구 일곡동 850-1,광주광역시 북구 일곡택지로 88 일곡근린공원 관리사무소,일곡동 850-1,,일곡제1근린<b>공원</b>,,,,,,,11,b155925287bb449b34237feb843414b6,0,,s,1,1,126.8951869,35.2092539,12,false,mHtG1dwOYt6modlfLtGqpw==,118.21,1.82,126.8943978,35.2103252,53,lev9xzVw2T8K5SJx4cqMhg==,-91.26,-30.00,126.8972244,35.2092972,124,,,,,1,RELA,1.0,16314155,117.9926027,19.6944771,117.9926027,19.6944771,5,19654945,일곡제1근린공원입구,입구,입구(사람),126.8944540,35.2078982,5,19616379,일곡제1근린공원입구,입구,입구(사람),126.8945606,35.2102416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,true,126.894454,35.2078982,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4267.02,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,광주 북구,일곡택지로 88,,true,126.894454,35.2078982,false,126.8945606,35.2102416,,,,일곡근린공원 관리사무소,,,,,,,,,,,,,,,,,,,,
48,59,19707480,너릿재공원,061-379-3501,false,,1,"여행,명소","도시,테마공원",222117,222122,222170,222194,222117,222118,222136,222183,광주광역시 동구 선교동,,,,너릿재<b>공원</b>,061-379-3501,공원,전망대,산책로,나들이,,34,19b7836944c0343fb65052db27596ec2,0,http://ldb.phinf.naver.net/20150831_149/1441010812736RynQm_JPEG/126173553352468_0.jpg,s,1,1,126.9541204,35.0804002,12,false,ZI5DcVL7PV9PNPagGaOQQg==,33.89,4.30,126.9530936,35.0801405,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,12771.06,nres://marker/00055-00097,nres://marker/00055-00239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,60,18265288,경안근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,,,,,경기도 광주시 경안동 168-1,경기도 광주시 경안로98번길 30,경안동 168-1,,경안근린<b>공원</b>,,공원,단풍,,,,38,d1cad4ce950cebaeb07904f20c3c3750,0,http://blogfiles.naver.net/MjAxODA1MzBfMjU3/MDAxNTI3NjU2Nzk5MTY0.lSWB1zbZdVdHwEiHYxUVpcOz3Gg8QOjoR9Wq7AO46Rcg.BoITlR3KqFVHDmuyjgo2TahOgD8iaPEyxjRD-wMNkCUg.JPEG.gjcityi/%C7%F6%C3%E601.jpg#1200x900,s,1,1,127.2522930,37.4082463,12,false,,,,,,,,,,,,,,,,,1,RELA,1.0,18265288,117.9926027,19.6944771,117.9926027,19.6944771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,,,,,,,false,,,,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,250854.99,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,,경기 광주시,경안로98번길 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
