index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,categoryPath/1/3,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/0/3,categoryPath/0/4,shortAddress,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,shortAddress/2,streetPanorama,skyPanorama,entranceCoords/walk
31,62,16016476,엠파이어관광호텔주차장입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 광산구 월계동,,,,,엠파이어관광<b>호텔</b>주차장입구,,0,2bde9ddf2793d873ddacfe2c3db27fcd,0,,s,1,1,126.8460713,35.2161036,12,false,vn3srwDH/FwYlM1ZO2hCYw==,102.27,10.00,126.8459397,35.2161321,120,0+jOazednisDfuPSTtdXPg==,82.24,-30.00,126.8424988,35.2156143,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5265.91,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227815,,,,,,,,,,,,,,,,,,
32,63,1189751171,뉴욕뉴욕호텔전용주차장,,false,,0,교통시설,주차장,227616,227675,227677,,,,,광주광역시 북구 우산동 ,,,,,뉴욕뉴욕<b>호텔</b>전용주차장,,0,f7b76c82e71ec7bb2a73a281288b68b8,0,,s,1,1,126.9272169,35.1773808,12,false,iL3pnoxi+8tHIdKm67onUA==,11.57,-5.31,126.9272612,35.1772472,90,6Uvz6Wb+3ZK3rMsUU78ubw==,57.66,-30.00,126.9244461,35.1756248,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4808.12,nres://marker/00063-00111,nres://marker/00063-00265,,,,,227684,,,,,,,,,,,,,,,,,,
33,64,16266744,호텔무등파크 광주입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 동구 지산동,,,,,<b>호텔</b>무등파크 <b>광주</b>입구,,0,2dfe1a9e4025c432bc86101efeb3a298,0,,s,1,1,126.9468686,35.1490749,12,false,50i+F3u9TmIUmc3jzeVSMg==,130.27,10.00,126.9468436,35.1490962,120,5Ni2cnTq02dQWfcCoMLvpA==,108.91,-30.00,126.9466019,35.1491661,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7186.57,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227819,,,,,,,,,,,,,,,,,,
34,65,894368673,엠지엠관광호텔입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 광산구 우산동,,,,,엠지엠관광<b>호텔</b>입구,,0,81278f87b3c529bbce74614dfa5f11a9,0,,s,1,1,126.8057618,35.1611784,12,false,z1v55ELV0RnDx4YqeSfF8g==,-79.11,10.00,126.8058457,35.1611622,120,WNyPvcclsKxQ/Tx0eD+1uQ==,-80.68,-30.00,126.8066635,35.1610298,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6432.00,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227819,,,,,,,,,,,,,,,,,,
35,66,189500121,싼타모호텔입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 광산구 우산동,,,,,싼타모<b>호텔</b>입구,,0,2e1e39506e8943d682e6d12385f161f0,0,,s,1,1,126.8094869,35.1624922,12,false,v9aHm2AogcUfc9y+/8Injg==,-36.56,10.00,126.8095287,35.1624358,120,eNnceHgcQ3bDVEcyLwqaIQ==,80.20,-30.00,126.8066635,35.1620026,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6068.40,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227815,,,,,,,,,,,,,,,,,,
36,67,21251132,맨하탄호텔옆공영주차장,,false,,0,"교통,운수",공영주차장,226187,226189,226201,,,,,광주광역시 광산구 우산동 1577-1,광주광역시 광산구 무진대로211번길 28,우산동 1577-1,광주 광산구,무진대로211번길 28,맨하탄<b>호텔</b>옆공영주차장,,0,9a281d6efb4f35b41410ad57afe25e02,0,,s,1,1,126.8045754,35.1636324,12,false,9iTabkWKsWolZWrFujQwXg==,-167.46,10.00,126.8046332,35.1638903,120,Z2VGbFszr1TTtZix9MQyvA==,-77.95,-30.00,126.8066635,35.1631851,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6478.66,nres://marker/00063-00111,nres://marker/00063-00265,,,,,226257,,,true,126.8040075,35.1634311,,,,,,,,,,,,,
37,68,30858865,홀리데이인 광주호텔입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 서구 치평동,,,,,홀리데이인 <b>광주호텔</b>입구,,0,0f8ca6ff8fc128da81d91b9faf9a0812,0,,s,1,1,126.8384720,35.1477019,12,false,//v4tHQClnLO41KfQnK1uA==,-89.02,10.00,126.8387130,35.1476976,120,Smfii8TYzCy/gznjlBUdCQ==,88.32,-30.00,126.8350296,35.1475983,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4455.55,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227819,,,,,,,,,,,,,,,,,,
38,69,401088109,엠파이어관광호텔주차장입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 광산구 월계동,,,,,엠파이어관광<b>호텔</b>주차장입구,,0,21fe5ae0894deaf3c06e93111bb28827,0,,s,1,1,126.8463594,35.2164127,12,false,ixb4ok+qX2C20TE/xuNYeg==,148.23,10.00,126.8463112,35.2164903,120,vaDnTqHhvTz/z4b7JILnow==,96.74,-30.00,126.8424988,35.2168655,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5283.19,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227815,,,,,,,,,,,,,,,,,,
39,70,1591065973,호텔더테라스 전기차충전소,,false,,0,"교통,운수서비스",전기차충전소,226187,226190,226404,,,,,광주광역시 광산구 우산동 1606-16,광주광역시 광산구 무진대로212번길 29-9,우산동 1606-16,광주 광산구,무진대로212번길 29-9,<b>호텔</b>더테라스 전기차충전소,,0,0f0c8ebebc751230963d5457e1a590b2,0,,s,1,1,126.8041332,35.1604969,12,false,HJY6IXyUoyR3kSTwK5rrgQ==,20.47,10.00,126.8040715,35.1603315,120,WNyPvcclsKxQ/Tx0eD+1uQ==,-101.94,-30.00,126.8066635,35.1610298,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6594.05,nres://marker/00063-00059,nres://marker/00063-00213,,,,,,,,true,126.804134,35.160339,true,126.804134,35.160339,,,,,,,,,,
40,71,15955225,그린호텔미용실,062-224-2411,false,,1,"생활,편의",미용실,223267,223268,223288,,,,,광주광역시 남구 서동 191-7,광주광역시 남구 중앙로 90-1,서동 191-7,광주 남구,중앙로 90-1,그린<b>호텔</b>미용실,062-224-2411,0,7559ab2509ca6f35bf234be2cd9d2da3,0,,s,1,1,126.9081096,35.1439672,12,false,BwyXkKwVoclH8eprJpUj5Q==,110.83,10.00,126.9078650,35.1440600,120,2biHLpiusLzf80KXeO2gFA==,85.47,-30.00,126.9063873,35.1438293,124,,,,,,false,1,,,,false,,false,,false,,,,false,매일 09:00~19:00 비정기적 휴무,"여자커트 15,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4604.27,nres://marker/00060-00085,nres://marker/00060-00240,,,,,223445,,,true,126.907939,35.144025,true,126.907939,35.144025,,,,,,,,,,
41,72,1421062424,금수장호텔주차장,,false,,0,교통시설,주차장,227616,227675,227677,,,,,광주광역시 동구 계림동 557-21,광주광역시 동구 무등로321번길 6-1,계림동 557-21,광주 동구,무등로321번길 6-1,금수장<b>호텔</b>주차장,,0,d5f7b48d1a6eb9879bd35ca202491e27,0,,s,1,1,126.9184058,35.1624202,12,false,o6RZoh2D1xEILntjyWU/UA==,134.15,10.00,126.9183330,35.1624908,120,xUPccWWV3HAdP+3hobz9VQ==,83.75,-30.00,126.9152756,35.1620750,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4231.67,nres://marker/00063-00111,nres://marker/00063-00265,,,,,227684,,,,,,,,,,,,,,,,,,
42,73,1894323238,라마다플라자 광주호텔주차장입출구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 서구 치평동,,,,,라마다플라자 <b>광주호텔</b>주차장입출구,,0,49e5b287e233363ae6cc1cd0aa4a121d,0,,s,1,1,126.8503022,35.1520471,12,false,O7rJst7vflAj1AfSoYgMTw==,82.37,10.00,126.8501769,35.1520303,120,rGUKMNbbRkbwJQFnG/w+lg==,-94.47,-30.00,126.8516693,35.1521530,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3357.63,nres://marker/00063-00058,nres://marker/00063-00212,,,,,227818,,,,,,,,,,,,,,,,,,
43,74,30863692,싼타모호텔주차장,,false,,0,교통시설,주차장,227616,227675,227677,,,,,광주광역시 광산구 우산동 1585-4,광주광역시 광산구 사암로216번길 38-14,우산동 1585-4,광주 광산구,사암로216번길 38-14,싼타모<b>호텔</b>주차장,,0,ffb1bc7f45b84de5467263568ea30681,0,,s,1,1,126.8099837,35.1626020,12,false,zKpuWVQL/NziKucJKERwag==,-173.56,10.00,126.8100009,35.1627517,120,Z2VGbFszr1TTtZix9MQyvA==,100.01,-30.00,126.8066635,35.1631851,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6021.60,nres://marker/00063-00111,nres://marker/00063-00265,,,,,227684,,,,,,,,,,,,,,,,,,
44,75,16266741,호텔무등파크 광주주차장,,false,,0,교통시설,주차장,227616,227675,227677,,,,,광주광역시 동구 지산동,,,,,<b>호텔</b>무등파크 <b>광주</b>주차장,,0,9bba44f109f94f80324fe75b94dbd3b3,0,,s,1,1,126.9464447,35.1492346,12,false,LzW2/0APlQGvzDhCxOVr4w==,27.35,10.00,126.9463883,35.1491253,120,5Ni2cnTq02dQWfcCoMLvpA==,-66.48,-30.00,126.9466019,35.1491661,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7144.11,nres://marker/00063-00111,nres://marker/00063-00265,,,,,227684,,,,,,,,,,,,,,,,,,
45,76,16277948,마스터스 관광호텔입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 서구 치평동,,,,,마스터스 관광<b>호텔</b>입구,,0,c8372a28c2219a9764c9baff6832fe6a,0,,s,1,1,126.8502942,35.1521496,12,false,/2pj484DWFayILXenFcntw==,78.16,10.00,126.8501778,35.1521252,120,rGUKMNbbRkbwJQFnG/w+lg==,-90.18,-30.00,126.8516693,35.1521530,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3349.49,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227815,,,,,,,,,,,,,,,,,,
46,77,37595218,젠틀맨호텔입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 북구 중흥동,,,,,젠틀맨<b>호텔</b>입구,,0,088285deaa8493ba1894ffb97bf8b6d3,0,,s,1,1,126.9092769,35.1604455,12,false,qMFyHIt/ZkjubqZ+HMSOVg==,161.42,10.00,126.9092619,35.1604901,120,7ZwHibWBaPt2bNBRM++dmw==,86.81,-30.00,126.9063873,35.1602821,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3551.31,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227815,,,,,,,,,,,,,,,,,,
47,78,16278447,라마다플라자 광주호텔입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 서구 치평동,,,,,라마다플라자 <b>광주호텔</b>입구,,0,93e2b01d197d6f1043d0acb90f82bdc9,0,,s,1,1,126.8506944,35.1518557,12,false,XYhC9GrXNWj/98xe/Tumkw==,8.88,10.00,126.8506683,35.1516886,120,rGUKMNbbRkbwJQFnG/w+lg==,-107.01,-30.00,126.8516693,35.1521530,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3350.64,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227815,,,,,,,,,,,,,,,,,,
48,79,1275248355,무등파크호텔로비공중전화(옥내),,false,,0,공중전화,,227616,227656,227663,,,,,광주광역시 동구 지산동 산63-5,,,,,무등파크<b>호텔</b>로비공중전화(옥내),,0,e7d1c1db3bc1acdbe13e88c59c4035b4,0,,s,1,1,126.9469070,35.1489510,12,false,WIo0oC6gbxEgd5LYlVGPNA==,-159.72,10.00,126.9469570,35.1490857,120,5Ni2cnTq02dQWfcCoMLvpA==,125.25,-30.00,126.9466019,35.1491661,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7195.29,nres://marker/00063-00106,nres://marker/00063-00260,,,,,227668,,,,,,,,,,,,,,,,,,
49,80,57822045,마이다스호텔주차장입구,,false,,0,도로시설,방면정보,227616,227755,227813,,,,,광주광역시 광산구 쌍암동,,,,,마이다스<b>호텔</b>주차장입구,,0,0cdb1f42fee5229f41a89a6811a0fc95,0,,s,1,1,126.8486198,35.2201016,12,false,SQgMWpYwiZRhSE1UD/VxSA==,-111.54,10.00,126.8487387,35.2201484,120,qRI/JWvCnZBylnjizgybPA==,-90.77,-30.00,126.8521576,35.2201462,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5556.01,nres://marker/00063-00057,nres://marker/00063-00211,,,,,227815,,,,,,,,,,,,,,,,,,
