index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,shortAddress/2,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/0/3,categoryPath/0/4,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,entranceCoords,context/0,categoryPath/1/3,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,markerLabel/text,markerLabel/style,markerLabel/meta/type,markerLabel/meta/raw/minPrice,streetPanorama,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/walk/2/rep,entranceCoords/walk/2/x,entranceCoords/walk/2/y
22,73,37107190,송월타올 나라대리점,062-373-2600,false,,1,"쇼핑,유통","타월,수건",223563,223571,223708,광주광역시 서구 쌍촌동 985-1,광주광역시 서구 상무대로 914,쌍촌동 985-1,광주 서구,상무대로 914,,송월타올 나라대리점,062-373-2600,0,b831d0817a246413e96cefd580ca8a10,0,http://ldb.phinf.naver.net/20190919_131/1568876549524XiyII_JPEG/dHtqrmpb86X15L4JeTX_ti-4.JPG.jpg,s,1,1,126.8619502,35.1507863,12,false,i5ZdQgSDOEnNsDfgf+9ofg==,170.33,10.00,126.8619174,35.1509775,120,4btkNi6UlMm6gkmyEkM2Pw==,105.71,-30.00,126.8605576,35.1511765,124,,,,,,false,1,,,,false,,false,,false,https://smartstore.naver.com/swnara,,,,,,,,false,매일 09:00~07:30 매주 일요일 휴무,최저가 판매 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,2910.68,nres://marker/00063-00035,nres://marker/00063-00188,,,,,224277,,,,,,,,,,,,,,,,,,,,,
23,74,905068311,이쁘개귀엽개,062-382-0342,false,0507-1412-0342,1,"직업,기술학원",애견미용,222412,222416,222453,광주광역시 서구 화정동 834-3,광주광역시 서구 염화로 98,화정동 834-3,광주 서구,염화로 98,,이쁘개귀엽개,062-382-0342,0,e31523c6358af1142f4533a6b380e99a,0,http://ldb.phinf.naver.net/20190515_57/1557910285506ncrb9_JPEG/8iTPV1_bu-8ubv_TL34E3xPZ.jpg,s,1,1,126.8752562,35.1425881,12,false,b0dkP0d0ThexKjMZhC4txw==,-44.01,7.81,126.8761728,35.1427786,50,dxSAWH/VEXxUZy5Jx6kyig==,90.91,-30.00,126.8711090,35.1426506,124,,,,,,false,1,,,,false,,false,,false,http://www.instagram.com/ssun_holic,,true,126.875186,35.142626,true,126.875186,35.142626,false,매일 10:00~19:00 | 일요일 휴무,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3592.38,nres://marker/00063-00035,nres://marker/00063-00188,,,,,222568,,222606,222607,1004452,,,,,,,,,,,,,,,,,
24,75,16066221,에스모텔,062-655-3114,false,,1,숙박,모텔,221941,221946,230778,광주광역시 서구 풍암동 1117,광주광역시 서구 풍암1로21번길 15-17,풍암동 1117,광주 서구,풍암1로21번길 15-17,,에스모텔,062-655-3114,0,ef0a7ca4fcbdf993e79bb24b328fc78d,0,http://ldb.phinf.naver.net/20200402_82/1585772135366gYf6t_JPEG/5e83f90a721a54.10499641.jpg,s,1,1,126.8793033,35.1265588,12,false,lySYWAM8nSIoCLbT7cASkQ==,-113.84,10.00,126.8794781,35.1266359,120,lyoN6KpxecYQ9+7GUa4/4Q==,-70.19,-30.00,126.8799973,35.1263084,124,,,,,,false,1,,,,false,,false,,false,,,true,126.879476,35.126523,true,126.879476,35.126523,false,,"숙박 일반실 35,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5393.65,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,
25,76,37402271,라 플레이스 그릴&바,062-610-7095,false,,1,음식점,"스테이크,립",220036,220044,220134,광주광역시 서구 치평동 573-1,광주광역시 서구 상무누리로 55 홀리데이 인 광주 10층,치평동 573-1,광주 서구,상무누리로 55,홀리데이 인 광주 10층,라 플레이스 그릴&바,062-610-7095,15,e1c42c3bc84ecbb28f31ada8e869a63b,0,http://ldb.phinf.naver.net/20200608_108/1591590069638S1ogF_JPEG/5oJfTc0d7WNKZbzUnRhkgEzX.jpg,s,1,1,126.8381317,35.1476294,8,false,7kr6MJHcQ/8KbZkBSuKdkg==,-87.21,10.00,126.8387147,35.1476005,120,Smfii8TYzCy/gznjlBUdCQ==,89.47,-30.00,126.8350296,35.1475983,124,,,,,,false,1,,,,false,,false,,false,http://higwangju.com,,true,126.8384721,35.1477019,true,126.8384721,35.1477019,false,매일 18:00~24:00 월요일 휴무,"Seasonal Course Dinner 88,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4483.79,nres://marker/00063-00122,nres://marker/00063-00276,,,,,220934,,,,,,,,,,,,,,,,,,,,,
26,77,1037472550,봄이오개,062-651-0409,false,0507-1471-0409,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 서구 금호동 240-2,광주광역시 서구 화개1로 59-2 상가115동 103호 봄이오개,금호동 240-2,광주 서구,화개1로 59-2,상가115동 103호 봄이오개,봄이오개,062-651-0409,29,f77a41224a21f39eb8753183b93a2a28,0,http://ldb.phinf.naver.net/20200813_143/15973066070782s1hB_JPEG/YmJsI92nsG6T0EIpnwYWsFG3.jpg,s,1,1,126.8525379,35.1304153,8,false,aV9nqdSWG/hlh+M1zdif0A==,157.60,10.00,126.8525199,35.1304588,120,ZLEUQvr+2wHwwwfYKEsDiw==,-5.11,-30.00,126.8530579,35.1245918,124,,,,,,false,1,,,,false,,false,,false,http://instagram.com/bomeogae,,,,,,,,false,매일 10:00~20:00 ❤일요일 정상영업❤ 월요일 휴무,미용 변동가격(업주문의) | 호텔 변동가격(업주문의) | 돌봄 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5333.15,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,,,,,,,,,,,,,
27,78,1421356902,플로라 레스토랑,062-370-8040,false,,1,음식점,양식,220036,220044,220126,광주광역시 서구 치평동 1231-5,광주광역시 서구 시청로 53,치평동 1231-5,광주 서구,시청로 53,,플로라 레스토랑,062-370-8040,0,e88b2ca42ca913e7ca79c1cb56aea12a,0,http://ldb.phinf.naver.net/20200821_274/1597993562124G8pjU_PNG/ML0fLyDULftXXm-VMwcgK_Ak.png,s,1,1,126.8511560,35.1531842,8,false,ywgmizI2op/bm16M3yGihg==,12.68,10.00,126.8511016,35.1529423,120,MtQ+qKPdzthfpnzHGRtV0A==,-83.55,-30.00,126.8516693,35.1531258,124,,,,,,false,1,,,,false,,false,,false,http://www.utopboutique.com/,,,,,,,,false,매일 07:00~10:00 조식 뷔페,"Breakfast 23,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3211.19,nres://marker/00063-00122,nres://marker/00063-00276,,,,,,,,,,,,,,,,,,,,,,,,,,
28,79,34345944,강아지이발소,062-223-6781,false,,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 북구 두암동 903-4,광주광역시 북구 군왕로 77,두암동 903-4,광주 북구,군왕로 77,,강아지이발소,062-223-6781,19,8723069659850261cd3d8478a3b85e30,0,,s,1,1,126.9324695,35.1681350,12,false,jpc60Ea8b/LV1MuFAvoC6w==,-80.85,10.00,126.9326797,35.1681010,120,0ZVkqyMDSipsreylJwbRIA==,-95.07,-30.00,126.9330521,35.1681862,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/alsl103a,,true,126.932555,35.168092,true,126.932555,35.168092,false,매일 09:30~22:00 점심시간 (1시~2시까지),,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5330.85,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,
29,80,1743334382,임페리얼모텔,062-654-1151,false,0507-1434-1174,1,숙박,모텔,221941,221946,230778,광주광역시 남구 주월동 1283-7,광주광역시 남구 대남대로203번길 1 임페리얼모텔 (주월동),주월동 1283-7,광주 남구,대남대로203번길 1,임페리얼모텔 (주월동),임페리얼모텔,062-654-1151,0,62231026b43fd21d168b1561d9fa30af,0,http://ldb.phinf.naver.net/20171019_195/1508344624197faH7F_JPEG/6b6d6d721877a82b1864283d50b001f6.jpg,s,1,1,126.9029024,35.1331316,12,false,GzKOIyYRWkshZQdmFWnwbQ==,80.04,10.00,126.9027928,35.1331123,120,419fOerlGaZPpssr6cg/Kg==,-82.68,-30.00,126.9066696,35.1326447,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,"숙박 특실(트윈) 50,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5316.88,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,
30,81,1486933260,달빛고양이네협동조합,062-655-2515,false,0507-1439-2515,1,고양이카페,,221986,221989,1003665,광주광역시 서구 풍암동 1026,광주광역시 서구 풍암신흥로80번길 7-13,풍암동 1026,광주 서구,풍암신흥로80번길 7-13,,달빛고양이네협동조합,062-655-2515,76,ee4fa361149a665f0370de003b324089,0,http://ldb.phinf.naver.net/20171204_238/1512349414938oUF4s_JPEG/IcvmEVosdh42xjhReZNoS90V.jpg,s,1,1,126.8695179,35.1245787,12,false,e6Sw8YvIG8CwN+tlMz5qTA==,-170.44,18.81,126.8696197,35.1246636,80,FWlitNm5Sui7yP91IfQA/w==,-96.26,-30.00,126.8713913,35.1247826,124,,,,,,false,1,,,,false,,false,,false,https://dalgone.modoo.at,,,,,,,,false,월요일 13:00~18:00 | 화요일 13:00~18:00 | 수요일 13:00~18:00 | 금요일 13:00~18:00 | 목요일 휴무 | 일요일 13:30~19:00 | 토요일 13:30~19:00,"고양이 호텔 변동가격(업주문의) | 카페 7,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5613.90,nres://marker/00063-00038,nres://marker/00063-00191,,,,,1002999,230800,221986,221989,1003268,,,,,,,,,,,,,,,,,
31,82,195178349,꽃개,062-264-4523,false,,1,반려동물,반려동물분양,223267,223272,1003294,광주광역시 북구 두암동 868-9,광주광역시 북구 군왕로 92,두암동 868-9,광주 북구,군왕로 92,,꽃개,062-264-4523,2,b4b418514130c944824d37cc9644c982,0,http://ldb.phinf.naver.net/20170117_13/14846387261134NKKK_JPEG/186062515259870_0.jpeg,s,1,1,126.9327823,35.1693549,12,false,0A4T2vEAlXQsRDUvGIpb+w==,108.96,6.75,126.9326695,35.1693587,38,kzbxxXgC5rX96P4/4/PNpQ==,-53.49,-30.00,126.9330521,35.1691551,124,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/lsb5674/220915056096,,true,126.932748,35.169372,true,126.932748,35.169372,false,매일 10:00~21:00,애견분양 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5341.72,nres://marker/00063-00006,nres://marker/00063-00159,,,,,224288,231746,,,,,,,,,,,,,,,,,,,,
32,83,36369035,핫도그애견카페,062-264-5022,false,,1,애견카페,,221986,221989,1003665,광주광역시 북구 용봉동 152-30 2층,광주광역시 북구 우치로 104-7 2층,용봉동 152-30 2층,광주 북구,우치로 104-7,2층,핫도그애견카페,062-264-5022,14,75e0d6576e593e877dade6b8f9bd19e4,0,http://ldb.phinf.naver.net/20150901_113/1441065753164YxXaH_JPEG/166172604333420_0.jpeg,s,1,1,126.9128428,35.1768588,12,false,,,,,,,P+0FiTIkL8JzO1B1SYqodQ==,-83.24,-30.00,126.9150009,35.1766014,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,매일 12:00~10:00 | 목요일 휴무,"아메리카노 5,500 | 아이스티 6,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3499.44,nres://marker/00063-00038,nres://marker/00063-00191,,,,,220588,,221986,221989,1003268,,애견카페,,,,,,,,,,,,,,,
33,84,37849319,마이펫,062-682-2512,false,,1,"직업,기술학원",애견미용,222412,222416,222453,광주광역시 서구 풍암동 908-6,광주광역시 서구 풍금로11번길 12,풍암동 908-6,광주 서구,풍금로11번길 12,,마이펫,062-682-2512,0,a79382ce28e2106994aa43d656653bb8,0,,s,1,1,126.8646553,35.1205036,12,false,BHVmCXePD72iB1u/oSGPvg==,-15.05,0.06,126.8646413,35.1203235,38,nKzHZLfTHW2uCDjbMNPmCg==,66.93,-30.00,126.8631058,35.1198425,124,,,,,,false,1,,,,false,,false,,false,,,true,126.864547,35.12049,true,126.864547,35.12049,false,평일 10:00~20:00 일요일 휴무,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6114.77,nres://marker/00063-00035,nres://marker/00063-00188,,,,,222568,,222606,222607,1004452,,,,false,126.864726,35.120489,,,,,,false,126.864726,35.120489,,,
34,85,11626470,송월타올 삼성대리점,062-363-3100,false,0507-1335-3100,1,"쇼핑,유통","타월,수건",223563,223571,223708,광주광역시 서구 농성동 32-28,광주광역시 서구 월산로 217,농성동 32-28,광주 서구,월산로 217,,송월타올 삼성대리점,062-363-3100,0,805b5c2e065e98ddb517494cc5747df3,0,http://ldb.phinf.naver.net/20190919_291/1568885511227LxD8v_JPEG/C-XVbyUMQ1HeRKBOUY2o-lBN.JPG.jpg,s,1,1,126.8913709,35.1558358,12,false,Hu0gm9FBhEV6mmrZKME8Sg==,-119.66,10.00,126.8915050,35.1559120,120,GFgG2L/WO9/FbMtjrye6aw==,68.86,-30.00,126.8896332,35.1551628,124,,,,,,false,1,,,,false,,false,,false,http://songwoltowel.kr,,,,,,,,false,매일 08:00~20:00 매주 일요일 휴무,최저가 판매 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,2617.71,nres://marker/00063-00035,nres://marker/00063-00188,,,,,224277,,,,,,,,,,,,,,,,,,,,,
35,86,1225460992,BOB애완용품아웃렛,062-653-5346,false,0507-1312-5346,1,반려동물,애견사료,223563,223715,224290,광주광역시 남구 봉선동 164-19,광주광역시 남구 봉선2로 87,봉선동 164-19,광주 남구,봉선2로 87,,BOB애완용품아웃렛,062-653-5346,0,57676119478727c64b1dbcef309becec,0,http://ldb.phinf.naver.net/20190130_4/15488461998189PC5B_JPEG/8xsoxKHzXKI5BWSb7meL0Iql.jpeg.jpg,s,1,1,126.9159509,35.1261148,12,false,DE8jMWFYYXbzOO3DHlMJsA==,-59.17,10.00,126.9160016,35.1260845,120,PUV6JYelWX+h0IGH+X6QDQ==,113.06,-30.00,126.9150009,35.1265182,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,매일 10:00~22:00,"자연미소3종 20,000 | 수제치킨대용량 간식3개 15,000 | 동원 고양이캔 800 | 옷2벌 10,000 | 사골 보양국 2,000 | 대용량 간식3개 10,000 | 패드 100매 6,900 | 뿡뿡쉬  패드50매 표준형 2개 18,000 | 고양이  모래 7L 7,000 | 국내산 치즈버거 800 | 하림&시저5개 7,000 | 하림&시저 10개 13,000 | 고양이 몬지캔3개 3,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,6609.88,nres://marker/00062-00006,nres://marker/00062-00160,,,,,,,,,,,,,,,,,,,,,,,,,,
36,87,691022848,펫플,010-8227-5718,false,,1,반려동물,애견용품,223563,223715,224289,광주광역시 서구 화정동  1193,광주광역시 서구 화운로 35 대주아파트상가 1층 펫플,화정동  1193,광주 서구,화운로 35,대주아파트상가 1층 펫플,펫플,010-8227-5718,0,1da9910c040a84ee7d9481d087b0cb74,0,,s,1,1,126.8833708,35.1437419,12,false,JjAMVG8i5U7UUobhLYcbCQ==,-124.68,10.00,126.8835325,35.1438536,120,DAF1mdezD5GbDA3tDHRZ1g==,81.41,-30.00,126.8797226,35.1431885,124,,,,,,false,1,,,,false,,false,,false,http://instagram.com/pet_ple,,true,126.883168,35.143792,true,126.883409,35.143839,false,매일 10:00~20:00,"전신미용 30,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3557.04,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,
37,88,13019815,송월타올 나비대리점,062-224-6565,false,,1,"쇼핑,유통","타월,수건",223563,223571,223708,광주광역시 동구 충장로5가 92-5,광주광역시 동구 충장로 16-1,충장로5가 92-5,광주 동구,충장로 16-1,,송월타올 나비대리점,062-224-6565,0,4255872db677e1f6b22d9a1b5d0b407c,0,http://ldb.phinf.naver.net/20190920_30/1568948565495Om3Y1_JPEG/IFzCYwrLqZqELSqb2CL3eGFe.JPG.jpg,s,1,1,126.9105843,35.1520156,12,false,Oc6WQaT+H27JIzroDqZo5Q==,-140.24,10.00,126.9106457,35.1520893,120,nqdt7C6uU/XLVZ6gpLmKrQ==,81.16,-30.00,126.9063110,35.1513481,124,,,,,,false,1,,,,false,,false,,false,http://songwolgj.itpage.kr,,,,,,,,false,매일 09:00~19:00 매주 일요일 휴무,최저가 판매 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4155.85,nres://marker/00063-00035,nres://marker/00063-00188,,,,,224277,,,,,,,,,,,,,,,,,,,,,
38,89,1540927274,멍뭉이네애견카페,010-6484-4657,false,,1,애견카페,,221986,221989,1003665,광주광역시 광산구 신가동 972-3,광주광역시 광산구 신가삼효로 2-10 2층,신가동 972-3,광주 광산구,신가삼효로 2-10,2층,멍뭉이네애견카페,010-6484-4657,2,e9c135da16abc156fadfd61e991b0eb8,0,http://ldb.phinf.naver.net/20181207_133/1544163622859bw8VV_JPEG/c-tKM1Ud4Dq0oj-SnqT-WDRR.jpg,s,1,1,126.8328914,35.1854553,12,false,1074Py0Ev9jYofSum5ukqg==,-72.81,10.00,126.8330117,35.1854180,120,hvyNXpzLTWHN3nyLK68Shw==,-99.30,-30.00,126.8352814,35.1858444,124,,,,,,false,1,,,,false,,false,,false,https://m.blog.naver.com/understandwell?suggestAddBuddy=true,,true,126.832974,35.18539,true,126.83295,35.185511,false,"매일 10:00~20:00 | 월요일 휴무 단,공휴일경우, 영업합니다.","입장료 5,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3960.05,nres://marker/00063-00038,nres://marker/00063-00191,,,,,220588,,221986,221989,1003268,,,,,,,,,,,,,,,,,
39,90,1920040692,지디펫,062-352-1231,false,0507-1322-1231,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 남구 월산동 1001-11 1층,광주광역시 남구 대남대로 350,월산동 1001-11 1층,광주 남구,대남대로 350,,지디펫,062-352-1231,132,67c8e1eb0fdd54511b4d81ea60cacda1,0,,s,1,1,126.8928727,35.1428718,12,false,AauiHMVctpnZqGj5gM0J1A==,-175.19,11.00,126.8929145,35.1429715,80,MoMLI4Gy8NRRtmEzjGKZ7w==,100.96,-30.00,126.8897247,35.1434784,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,평일 10:00~20:00 | 토요일 10:00~20:00 | 공휴일 10:00~20:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3934.88,nres://marker/00060-00006,nres://marker/00060-00160,,,,,,,,,,,,,,,,,,,,,,,,,,
40,91,1509022419,씰리침대 롯데백화점 광주점,062-221-1888,false,,1,가구,침대,223563,223570,223699,광주광역시 동구 대인동 7-1,광주광역시 동구 독립로 268 롯데백화점 광주점 8F,대인동 7-1,광주 동구,독립로 268,롯데백화점 광주점 8F,씰리침대 롯데백화점 <b>광주</b>점,062-221-1888,0,f8e3ecab0bd86050fdba7a3748a46d21,0,,s,1,1,126.9122447,35.1545591,12,false,swEoAq5sM6aG2dPY53dEZQ==,48.46,10.00,126.9119263,35.1542768,120,bwOReZj8JZQdsrISMf3w4Q==,-84.77,-30.00,126.9150009,35.1543045,124,,,,,,false,1,,,,false,,false,,false,http://www.sealy.co.kr/,,true,126.9129175,35.1543459,true,126.9117023,35.1549263,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4114.31,nres://marker/00063-00138,nres://marker/00063-00292,,,,,224217,231403,,,,,,,false,126.910925,35.15465,,,,,,false,126.9144006,35.1534908,false,126.9144006,35.1534908
41,92,38676987,애견마을,062-515-4560,false,0507-1353-4560,1,반려동물,반려동물미용,223267,223272,223314,광주광역시 북구 용봉동 1375-7,광주광역시 북구 용봉택지로 57,용봉동 1375-7,광주 북구,용봉택지로 57,,애견마을,062-515-4560,3,7e24359f40ec84b30b247067e3c156d3,0,http://ldb.phinf.naver.net/20181118_107/1542528990834uIzf1_JPEG/urxYPvT49hNzICeSpnIlb5UN.JPG.jpg,s,1,1,126.8928171,35.1786862,12,false,QfXK7KLQc79hihQMIN8twg==,-73.82,9.25,126.8929370,35.1786570,80,dEMJpaegAkSBPuGSpVu7xg==,94.86,-30.00,126.8891678,35.1790390,124,,,,,,false,1,,,,false,,false,,false,http://j5759232.blog.me/,,,,,,,,false,매일 09:00~19:00 애견미용,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1724.05,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,
42,93,1668392694,엔젤팻살롱,062-673-8982,false,0507-1310-8982,1,"직업,기술학원",애견미용,222412,222416,222453,광주광역시 남구 주월동 491-24,광주광역시 남구 회서로 17-1,주월동 491-24,광주 남구,회서로 17-1,,엔젤팻살롱,062-673-8982,0,023706ff5ee71c5700b8b5feb4b82d0c,0,http://ldb.phinf.naver.net/20180119_186/1516371352873t5VKk_JPEG/B4Pkl3z-LVbQy83rTFhdcQmT.jpg,s,1,1,126.8936805,35.1311093,12,false,uhLWFLububrVQKJEZTabxw==,72.70,8.75,126.8935230,35.1310547,43,2LfqmOFuDGzqWJF3LbG0Ow==,80.92,-30.00,126.8908005,35.1306458,124,,,,,,false,1,,,,false,,false,,false,http://www.instagram.com/angelpetsalon,,true,126.893631,35.131119,true,126.893631,35.131119,false,매일 10:00~21:00 화요일 휴무,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5173.96,nres://marker/00063-00035,nres://marker/00063-00188,,,,,222568,,,,,,,,,,,,,,,,,,,,,
43,94,11709058,송월타올 대흥대리점,062-223-0133,false,,1,"쇼핑,유통","타월,수건",223563,223571,223708,광주광역시 동구 충장로5가 17-8,광주광역시 동구 충장로 23,충장로5가 17-8,광주 동구,충장로 23,,송월타올 대흥대리점,062-223-0133,0,39b81a673a97c035165aa6875b54075c,0,http://ldb.phinf.naver.net/20190920_88/1568943638270ejiNf_JPEG/MkGX6N6-0K8qFV0TyFzz4Dub.JPG.jpg,s,1,1,126.9113750,35.1517370,12,false,eEVmQPqAY2pN7BMAzXFIcQ==,102.28,10.00,126.9113040,35.1517524,120,rQU5xLIAM/ZZt7WjUqJTZQ==,-95.28,-30.00,126.9150009,35.1520691,124,,,,,,false,1,,,,false,,false,,false,http://towel0133,,,,,,,,false,매일 09:00~19:00 매주 일요일 휴무,최저가 판매 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4231.78,nres://marker/00063-00035,nres://marker/00063-00188,,,,,224277,,222606,222607,1004380,,,1002043,,,,,,,,,,,,,,
44,95,1521024019,송월타올 문화대리점,062-525-8026,false,,1,"쇼핑,유통","타월,수건",223563,223571,223708,광주광역시 서구 농성동 624-14,광주광역시 서구 경열로 69-1,농성동 624-14,광주 서구,경열로 69-1,,송월타올 문화대리점,062-525-8026,0,6283fedd392edb8655c0f3a11f7c785e,0,http://ldb.phinf.naver.net/20190919_155/1568880613246Yyb5H_JPEG/dbtjHecpyMe7kExFxkBZ56zo.JPG.jpg,s,1,1,126.8935932,35.1514157,12,false,AzygrheKuhvqVS3OBZUvnw==,-41.02,9.19,126.8937170,35.1513120,80,/kVtznhf1BR9azOmlMTnlg==,-88.07,-30.00,126.8966675,35.1513100,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,매일 09:00~19:00 매주 일요일 휴무,최저가 판매 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3137.02,nres://marker/00063-00035,nres://marker/00063-00188,,,,,224277,,,,,,,,,,,,,,,,,,,,,
45,96,16243423,광성타올,062-571-6600,false,,1,"쇼핑,유통","타월,수건",223563,223571,223708,광주광역시 북구 양산동 409-7,광주광역시 북구 하서로176번길 28,양산동 409-7,광주 북구,하서로176번길 28,,광성타올,062-571-6600,0,6c74a9a69d4bd083c2b313c49a7ae590,0,,s,1,1,126.8782595,35.1933481,12,false,R956ogXs/Vu9SDjCQLNNPw==,79.24,10.00,126.8780333,35.1933652,120,DBZswtj9U+kyFtHRu1HPEw==,-94.96,-30.00,126.8788910,35.1934586,124,,,,,,false,1,,,,false,,false,,false,http://ks-towel.co.kr/,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2086.44,nres://marker/00063-00035,nres://marker/00063-00188,,,,,224276,,,,,,,,,,,,,,,,,,,,,
46,97,1540999904,씰리침대 동광주점,062-252-3001,false,,1,가구,침대,223563,223570,223699,광주광역시 북구 각화동 503-41,광주광역시 북구 서하로 469,각화동 503-41,광주 북구,서하로 469,,씰리침대 동<b>광주</b>점,062-252-3001,0,6e758173b5db8430e5d60637985efd67,0,http://ldb.phinf.naver.net/20191018_269/15713964064166hHEX_JPEG/US-U3_FwRlF8bBH4EYixxURJ.jpeg.jpg,s,1,1,126.9297183,35.1809515,12,false,v3TtFlmp8jSVavsyubiT7Q==,-67.12,10.00,126.9302482,35.1807275,120,5jKtKp8xWMtsrLUqtfFOTA==,-35.34,-30.00,126.9330521,35.1762466,124,,,,,,false,1,,,,false,,false,,false,http://www.sealy.co.kr/,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5072.86,nres://marker/00063-00138,nres://marker/00063-00292,,,,,224217,231403,,,,,,,,,,,,,,,,,,,,
