index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,entranceCoords/walk,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,shortAddress,skyPanorama,entranceCoords,categoryPath/1/3,markerLabel/text,markerLabel/style,markerLabel/meta/type,markerLabel/meta/raw/minPrice,categoryPath/0/3,shortAddress/2,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,context/0,context/1,context/2,context/3,context/4,microReview/0,microReview/1,microReview/2,microReview/3,microReview/4,poiInfo/relation/detail,streetPanorama
21,32,1981823333,국제스테이,070-4009-4380,false,,1,숙박,호텔,221941,221942,222293,광주광역시 남구 주월1동 1287-2,광주광역시 남구 봉선로 8,주월1동 1287-2,광주 남구,봉선로 8,국제스테이,070-4009-4380,0,94a3928ac139400ed69173f40d44d9e2,0,,s,1,1,126.9019250,35.1322880,12,false,PhV9wxDOTBUCsOLt3wOIzg==,-116.68,10.00,126.9021518,35.1324017,120,419fOerlGaZPpssr6cg/Kg==,-94.35,-30.00,126.9066696,35.1326447,124,,,,,,false,1,,,,false,,false,,false,,,true,126.9021065,35.1323175,true,126.9021065,35.1323175,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5357.01,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,
22,33,12041916,자라호텔,062-971-8932,false,0507-1401-8933,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 쌍암동 667-6,광주광역시 광산구 임방울대로801번길 35-3,쌍암동 667-6,광주 광산구,임방울대로801번길 35-3,자라<b>호텔</b>,062-971-8932,3,c819ad38803e337333513d6d54d0e510,0,http://ldb.phinf.naver.net/20200824_169/1598243840730AL9mq_JPEG/5e20321c949d65.33372893.jpg,s,1,1,126.8454449,35.2194962,12,false,qIuJJSd29Z/4PmCbq3GyDA==,174.84,10.00,126.8454304,35.2196552,120,dT1ar/xDOsE8x6hiTp2O/A==,102.66,-30.00,126.8426590,35.2201195,124,,,,,,false,1,,,,false,,false,,false,,,true,126.845484,35.219589,true,126.845484,35.219589,false,,"숙박 일반-비지니스룸(체크인시 배정) 50,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5624.53,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,
23,34,1651873246,W무인호텔,062-974-2323,false,0507-1381-2325,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 월계동 887-8,광주광역시 광산구 첨단중앙로106번길 41,월계동 887-8,광주 광산구,첨단중앙로106번길 41,W무인<b>호텔</b>,062-974-2323,1,ff057215a74adb521be1fd6d8766f072,0,http://ldb.phinf.naver.net/20200623_184/1592896537427aXMLd_JPEG/n2iQcHxf5xy6UJnAYuxQ8gl3.jpeg.jpg,s,1,1,126.8453866,35.2151402,12,false,fAE/Nb4wk/P2KCnxcmTnmA==,10.75,10.00,126.8453274,35.2148282,120,0+jOazednisDfuPSTtdXPg==,99.37,-30.00,126.8424988,35.2156143,124,,,,,,false,1,,,,false,,false,,false,http://0629742323.tshome.co.kr/,,,,,,,,false,매일 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5204.08,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,
24,35,16258831,뉴욕뉴욕호텔,062-251-2990,false,,1,숙박,모텔,221941,221946,230778,광주광역시 북구 두암동 568-14,광주광역시 북구 면앙로139번길 12,두암동 568-14,광주 북구,면앙로139번길 12,뉴욕뉴욕<b>호텔</b>,062-251-2990,0,73a927e5c8cafde3814f29bd317ab2cf,0,http://ldb.phinf.naver.net/20200223_74/15823883920746relB_JPEG/fc590a98b26af592881db1330ce41eda.jpg,s,1,1,126.9276094,35.1771235,12,false,QtuwecfxwWy8ihjkNh6djg==,157.12,11.00,126.9275145,35.1772686,90,6Uvz6Wb+3ZK3rMsUU78ubw==,64.68,-30.00,126.9244461,35.1756248,124,,,,,,true,1,,,,false,,false,,false,,,true,126.927503,35.177165,true,126.927503,35.177165,false,,"숙박 트윈특실 55,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4842.20,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,1,RELA,1.0,16258831,117.9926027,19.6944771,117.9926027,19.6944771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,36,13162784,스타팰리스무인호텔,062-942-3131,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 우산동 1608-7,광주광역시 광산구 무진대로212번길 14-18,우산동 1608-7,광주 광산구,무진대로212번길 14-18,스타팰리스무인<b>호텔</b>,062-942-3131,4,84b5cd6713bb9e664a3a7a97bde9a6dd,0,,s,1,1,126.8024789,35.1615883,12,false,Rdlvh5GjZCqfUo3WS46n3g==,32.91,22.00,126.8026454,35.1611861,58,eNnceHgcQ3bDVEcyLwqaIQ==,-95.70,-30.00,126.8066635,35.1620026,124,,,,,,false,1,,,,false,,false,,false,http://www.starpalacehotel.com/,,true,126.8026515,35.1612391,true,126.8026515,35.1612391,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6712.35,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,
26,37,37854656,광주프린스호텔,,false,,0,숙박,호텔,221941,221942,222293,광주광역시 북구 운암동 65-6,광주광역시 북구 북문대로 70,운암동 65-6,광주 북구,북문대로 70,<b>광주</b>프린스<b>호텔</b>,,1,0613ceaf72faa6043b1fff8a698bbbdc,0,,s,1,1,126.8789496,35.1774658,12,false,jwi7HdcTWjGpnc0+9ObiKg==,50.66,10.00,126.8785805,35.1771630,120,a0lI94WVpg5vwi1HuuMZTg==,-28.24,-30.00,126.8791351,35.1771202,124,,,,,,false,1,,,,false,,false,,false,,,true,126.8792379,35.1773288,true,126.8792379,35.1773288,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,501.48,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.8788475,35.1777804,,,,,,,,,,,,,,false,126.8788475,35.1777804,,,,,,,,,,,,
27,38,91349150,호텔 여기어때 충장로점,062-227-4700,false,,1,숙박,모텔,221941,221946,230778,광주광역시 동구 불로동 92-2,광주광역시 동구 서석로7번길 3,불로동 92-2,광주 동구,서석로7번길 3,<b>호텔</b> 여기어때 충장로점,062-227-4700,60,2f513f7fc2738d58df8693473614a2aa,0,http://ldb.phinf.naver.net/20200226_297/1582647523811L4dWA_JPEG/3535b30ad9d31043bd4474228045379d.jpg,s,1,1,126.9146164,35.1452750,12,false,rmvUk/WBKl5vTF1dy/BShA==,-141.15,10.00,126.9146850,35.1453600,120,RuevAPAtBHwL2DNH5YjSlQ==,-115.02,-30.00,126.9148788,35.1453972,124,,,,,,false,1,,,,false,,false,,false,,,true,126.914684,35.145353,true,126.914684,35.145353,false,,"숙박 좋은방 얼리버드 객실 50,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4918.94,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,토스트,휴식,편안한,깨끗한,식빵,,,,,,,
28,39,37185906,일번지무인호텔,062-953-2000,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 우산동 1575-7,광주광역시 광산구 무진대로211번길 7,우산동 1575-7,광주 광산구,무진대로211번길 7,일번지무인<b>호텔</b>,062-953-2000,1,5110b14843db73422a3c7216a85fe82e,0,http://ldb.phinf.naver.net/20200814_36/1597388299688N5f1p_JPEG/5e8eee0253eac2.20876455.jpg,s,1,1,126.8032454,35.1628054,12,false,e2PUBc7w8JmKc6CjEpnqPQ==,-47.13,17.56,126.8032708,35.1623223,73,Z2VGbFszr1TTtZix9MQyvA==,-96.39,-30.00,126.8066635,35.1631851,124,,,,,,true,1,,,,false,,false,,false,http://1bunji.edenstore.co.kr/,,true,126.803067,35.1624128,true,126.803067,35.1624128,false,,"숙박 스탠다드(스타일러,공기청정기) 50,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,6615.50,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,1,RELA,1.0,37185906,117.9926027,19.6944771,117.9926027,19.6944771,1,1541624798,일번지무인호텔입구,입구,입구(사람+차량),126.8030670,35.1624128,1,1774268958,일번지무인호텔입구,입구,입구(사람+차량),126.8032740,35.1629651,false,126.803274,35.1629651,,,,,,,,,,,,,,false,126.803274,35.1629651,,,,,,,,,,,,
29,40,1252751915,굿 스테이 원룸,010-5017-9708,false,0507-1413-9708,1,숙박,호텔,221941,221942,222293,광주광역시 북구 북동 97-12,광주광역시 북구 금재로 37-5,북동 97-12,광주 북구,금재로 37-5,굿 스테이 원룸,010-5017-9708,0,df60593277c339190993d7f505e25d03,0,http://ldb.phinf.naver.net/20171125_69/1511565217097TaL3d_JPEG/8y9NrlEWzAtB9a4w5bLS5cmS.jpg,s,1,1,126.9077747,35.1574958,12,false,PO/xQ8diwvWVB4kzSr2SXg==,61.59,10.00,126.9075061,35.1573503,120,woABGhJFBjGSoQM44rbbZw==,80.97,-30.00,126.9061127,35.1572304,124,,,,,,false,1,,,,false,,false,,false,,,true,126.907793,35.157343,true,126.907793,35.157343,false,,"원룸 25만~ , 투룸 35만~ 변동가격(업주문의)",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3595.26,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,41,1615471179,일번지호텔,062-971-0001,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 쌍암동 661-1,광주광역시 광산구 첨단중앙로152번길 17-16,쌍암동 661-1,광주 광산구,첨단중앙로152번길 17-16,일번지<b>호텔</b>,062-971-0001,4,80b0ba849f6608d0fecc951ebd77462b,0,http://ldb.phinf.naver.net/20190627_52/1561580489315yINjv_JPEG/5d1321f3dafdd9.94530941.jpg,s,1,1,126.8434533,35.2205203,12,false,qCASs8qaQ7PQbZ+sTIIu1Q==,-166.22,10.00,126.8434829,35.2206402,120,dT1ar/xDOsE8x6hiTp2O/A==,63.26,-30.00,126.8426590,35.2201195,124,,,,,,false,1,,,,false,,false,,false,,,true,126.843326,35.220373,true,126.843543,35.220593,false,,"숙박 스탠다드A 40,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5811.11,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,42,1187871503,더시티호텔,062-972-3500,false,0507-1377-3501,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 쌍암동 679-8,광주광역시 광산구 임방울대로825번길 21-42,쌍암동 679-8,광주 광산구,임방울대로825번길 21-42,더시티<b>호텔</b>,062-972-3500,33,f21a3e895ad348e5da846a2406eafbd1,0,http://ldb.phinf.naver.net/20200308_59/1583597843974qJbqu_JPEG/f7abb237a323d59528bd2fed49b0329c.jpg,s,1,1,126.8480808,35.2202952,12,false,YOLiCEjfgi6qgl0+KMbTSw==,73.67,10.00,126.8479405,35.2202540,120,qRI/JWvCnZBylnjizgybPA==,-87.95,-30.00,126.8521576,35.2201462,124,,,,,,false,1,,,,false,,false,,false,http://www.cityhotel.biz,,true,126.848043,35.220242,true,126.848043,35.220242,false,,"숙박 루프탑 펜트하우스A (2인/3인이상  250,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5596.37,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,43,1195584449,광주애견호텔유치원 소유펫,010-5880-5874,false,,1,반려동물,반려동물호텔,223267,223272,223316,광주광역시 북구 신안동 470-3 2층,광주광역시 북구 설죽로 132 2층,신안동 470-3 2층,광주 북구,설죽로 132,<b>광주</b>애견<b>호텔</b>유치원 소유펫,010-5880-5874,4,0648d5f19671f9c9a261214fe159ee54,0,http://ldb.phinf.naver.net/20190923_149/1569224391800MaWSb_JPEG/Of-PSwpNVsvSuT0hM2IkO5vU.jpg,s,1,1,126.8970766,35.1716675,12,false,bGU6c/FDIsSGL5nkQYxF0Q==,108.84,10.00,126.8967611,35.1717748,120,m/O6qCpSL2vMD87ktHC5Ww==,20.65,-30.00,126.8969421,35.1713104,124,,,,,,false,1,,,,false,,false,,false,http://instagram.com/soyoupet,,,,,,,,false,매일 00:00~24:00 24시간 상담가능,"호텔 25,000 | 유치원 변동가격(업주문의) | 미용 변동가격(업주문의)",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,2088.67,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2층,,,,,,,,,,,,,,,
33,44,1968907386,비엔나호텔,062-676-1901,false,,1,숙박,호텔,221941,221942,222293,광주광역시 남구 봉선동 23-3,광주광역시 남구 용대로 90-1,봉선동 23-3,광주 남구,용대로 90-1,비엔나<b>호텔</b>,062-676-1901,0,85ba89c3315c251aff2b849bdc44aa65,0,,k,1,1,126.9190210,35.1237685,12,false,FrE9dm1jX0rzDSwuTjqdqw==,79.63,10.00,126.9189296,35.1237517,120,1tBZC1D2ICN7tO5r9aDyTQ==,80.42,-30.00,126.9151001,35.1231041,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,,false,,,false,false,false,false,false,,false,,,false,,-1,,6984.29,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,45,16053585,홀리데이호텔 웨딩홀,062-385-7001,false,,1,"연애,결혼",예식장,223267,223279,223366,광주광역시 서구 치평동 573-1,광주광역시 서구 상무누리로 55 Holiday In Gwangju,치평동 573-1,광주 서구,상무누리로 55,홀리데이<b>호텔</b> 웨딩홀,062-385-7001,0,2fd0ca297213de13fcbf53a4a4893afb,0,http://ldb.phinf.naver.net/20190731_66/1564559623741athXu_JPEG/Tcm0K_bp20iV8SC_QGihVDjc.JPG.jpg,s,1,1,126.8381043,35.1473873,12,false,uqAkpZ6LZDdLTcaD+M0KBw==,-100.70,10.00,126.8387236,35.1475037,120,Smfii8TYzCy/gznjlBUdCQ==,93.97,-30.00,126.8350296,35.1475983,124,,,,,,false,1,,,,false,,false,,false,,,true,126.8384721,35.1477019,true,126.8384721,35.1477019,false,매일 09:00~18:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4503.88,nres://marker/00063-00151,nres://marker/00063-00305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229169,Holiday In Gwangju,,,,레스토랑,딤섬,디저트,한정식,케이크,,,,,,,
35,46,37402151,라마다플라자광주호텔 뷔페,062-717-7755,false,,1,음식점,뷔페,220036,220046,220164,광주광역시 서구 치평동 1238-3,광주광역시 서구 상무자유로 149 라마다프라자호텔,치평동 1238-3,광주 서구,상무자유로 149,라마다플라자<b>광주호텔</b> 뷔페,062-717-7755,5,81504b6459dc0e97058efd85f5d579fd,0,,s,1,1,126.8505231,35.1520047,12,false,ljzgCC7bZkoaC34xAPYlmA==,-5.01,10.00,126.8505508,35.1516883,120,rGUKMNbbRkbwJQFnG/w+lg==,-97.42,-30.00,126.8516693,35.1521530,124,,,,,,false,1,,,,false,,false,,false,,,true,126.8506944,35.1518558,true,126.8506944,35.1518558,false,,디너뷔페 변동가격(업주문의),,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3348.10,nres://marker/00063-00122,nres://marker/00063-00276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,라마다프라자호텔,false,126.8503022,35.1520472,,,,,,,,,,,,
36,47,505071678,호텔야자 광주하남점,0503-5051-5514,false,,1,숙박,모텔,221941,221946,222251,광주광역시 광산구 우산동 1609-13,광주광역시 광산구 사암로171번길 90-24,우산동 1609-13,광주 광산구,사암로171번길 90-24,<b>호텔</b>야자 <b>광주</b>하남점,0503-5051-5514,13,8a15afe2babb8a541b821ba8fcabe3e7,0,http://ldb.phinf.naver.net/20170816_270/1502845757146x5MFo_JPEG/C8eiMVEnCXU45RmrN8paKQG1.JPG.jpg,s,1,1,126.8020304,35.1607741,12,false,wElGcK9iNIWSokfPNwLqMw==,95.03,10.00,126.8017832,35.1607957,120,WNyPvcclsKxQ/Tx0eD+1uQ==,-93.21,-30.00,126.8066635,35.1610298,124,,,,,,false,1,,,,false,,false,,false,http://www.yanolja.com/places/3008361,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6772.59,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,48,1533002472,호텔얌 동광주점,0503-5052-0943,false,,1,숙박,모텔,221941,221946,230775,광주광역시 북구 각화동 503-47,광주광역시 북구 동문대로213번길 11,각화동 503-47,광주 북구,동문대로213번길 11,<b>호텔</b>얌 동<b>광주</b>점,0503-5052-0943,3,e4d12bc402d74c2771e2d5ad574d5aad,0,http://ldb.phinf.naver.net/20200812_121/1597214582031q74jf_JPEG/5edf5e7460f216.33776757.jpg,s,1,1,126.9297338,35.1817156,12,false,JWD0pYmG+vJe5RV/Qb91bg==,-154.08,10.00,126.9297752,35.1818005,120,5jKtKp8xWMtsrLUqtfFOTA==,-31.26,-30.00,126.9330521,35.1762466,124,,,,,,false,1,,,,false,,false,,false,https://www.yanolja.com/motel/3020358,,true,126.929695,35.181818,true,126.929844,35.181703,false,,"숙박 스탠다드▷편안한 휴식을 위한(최고급 오리털 침구류,전객실 공기청정기구비) 45,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5086.29,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,49,1058201919,노가네,,false,,0,숙박,호텔,221941,221942,222293,광주광역시 서구 광천동 13-16,광주광역시 서구 죽봉대로102번길 19,광천동 13-16,광주 서구,죽봉대로102번길 19,노가네,,0,192769e1d13de61c6878959a92da3540,0,,s,1,1,126.8858807,35.1623850,12,false,UcL1rmoKDoL++u978pt4iA==,-50.16,10.00,126.8859227,35.1623501,120,OVGmLUVL+7GfE5scUTfncQ==,-89.84,-30.00,126.8894424,35.1623726,124,,,,,,false,1,,,,false,,false,,false,,,true,126.885923,35.162471,true,126.885842,35.16229,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1734.60,nres://marker/00063-00088,nres://marker/00063-00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,50,190879043,시티호텔,062-361-0011,false,0507-1428-0127,1,숙박,모텔,221941,221946,230778,광주광역시 서구 화정동 23-260 시티호텔,광주광역시 서구 화운로220번길 26-1,화정동 23-260 시티호텔,광주 서구,화운로220번길 26-1,시티<b>호텔</b>,062-361-0011,19,185ae73ed53ee942097b6389cbc0298a,0,http://ldb.phinf.naver.net/20190718_253/156339462567999S99_JPEG/5d2efd7263c181.13910510.jpg,s,1,1,126.8798076,35.1580658,12,false,,,,,,,aCfJqs9mVKu08ulLVOk3rg==,116.85,-30.00,126.8791656,35.1583900,124,,,,,,false,1,,,,false,,false,,false,http://cityhotel.biz/,,,,,,,,false,,"숙박 트윈(매일 소독/코로나 안심 객실) 57,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,1931.58,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221941,221954,,,,,,,,,,,,,,,토스트,식빵,한지,,,,,,,,,
40,51,604558628,호텔야자 광주충장로점,0503-5051-5172,false,,1,숙박,모텔,221941,221946,222251,광주광역시 동구 불로동 27-5,광주광역시 동구 중앙로160번길 16-21,불로동 27-5,광주 동구,중앙로160번길 16-21,<b>호텔</b>야자 <b>광주</b>충장로점,0503-5051-5172,10,e5150f9e95aa30bdc66332c6940f98d9,0,http://ldb.phinf.naver.net/20200721_286/15953057564703xkQ4_JPEG/5dd658a339b412.82354381.jpg,s,1,1,126.9139172,35.1466178,12,false,xCLHjyZByIjW3M+tLkgZgw==,144.01,10.00,126.9138622,35.1466935,120,ug3Q3CxeSWpkReLDXnmBxQ==,-99.45,-30.00,126.9150009,35.1467972,124,,,,,,false,1,,,,false,,false,,false,https://www.yanolja.com/motel/1000103538,,true,126.91389,35.146685,true,126.91389,35.146685,false,,숙박 extra0 업체문의,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4772.12,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,감각적인,고급진,한지,,,,,,,,,
41,52,1005807889,메종드캣,010-4652-5119,false,,1,반려동물,반려동물호텔,223267,223272,223316,광주광역시 남구 주월동 404-41,광주광역시 남구 서문대로 751,주월동 404-41,광주 남구,서문대로 751,메종드캣,010-4652-5119,6,916f7af28b0682eed9c978ce15b6f36c,0,http://ldb.phinf.naver.net/20181015_227/1539572200080VVKV6_JPEG/hK-DUZWrHPFVwaQjIv6ge_Ea.JPG.jpg,s,1,1,126.8974409,35.1265074,12,false,OP0UGkYh0MJiywwBWA359Q==,-99.18,10.00,126.8976432,35.1265399,120,9J8hZ7RnJ2STMJIGxNaB5w==,61.48,-30.00,126.8969421,35.1262360,124,,,,,,false,1,,,,false,,false,,false,https://maisondecat.modoo.at,,,,,,,,false,매일 10:00~19:00 100%예약제,"무마취미용(탄산스파포함) 90,000 | 고양이호텔1박 30,000 | 고양이탄산스파 50,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5773.58,nres://marker/00063-00006,nres://marker/00063-00159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,,
42,53,16247348,브이호텔,062-571-5516,false,,1,숙박,모텔,221941,221946,230778,광주광역시 북구 용두동 282-9,광주광역시 북구 용두택지로 15,용두동 282-9,광주 북구,용두택지로 15,브이<b>호텔</b>,062-571-5516,1,ad37c31760e5b3655dfbef25916fe510,0,http://ldb.phinf.naver.net/20200206_64/1580933795741TVNLA_JPEG/5e3a1ada8da1d5.25885630.jpg,s,1,1,126.8753978,35.2131648,12,false,lxmUpw85u+AZNLSvr3oYWA==,113.13,10.00,126.8751321,35.2132781,120,tU5BT2MbOVDxFuo3RiXyNg==,93.36,-30.00,126.8711090,35.2134132,124,,,,,,false,1,,,,false,,false,,false,,,true,126.875496,35.212976,true,126.875496,35.212976,false,,"숙박 일반실 45,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4263.78,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.875626,35.213126,,,,,,,,,,,,,,false,126.875626,35.213126,,,,,,,,,,,,
43,54,1256016009,여기조아무인호텔,062-522-3700,false,,1,숙박,모텔,221941,221946,230778,광주광역시 북구 운암동 97-35,광주광역시 북구 북문대로 13,운암동 97-35,광주 북구,북문대로 13,여기조아무인<b>호텔</b>,062-522-3700,2,c8ff475a6448599857e7a8585e4380b4,0,http://ldb.phinf.naver.net/20191108_144/1573178818519FIsxE_JPEG/96d9b9e4e9ffc2007d395acb6bb41c8e.JPG,s,1,1,126.8833923,35.1735313,12,false,r8JLXtpVsCURsrWHQcO0VQ==,-143.97,10.00,126.8835609,35.1737625,120,wKX570JX6JxGICocydWhPQ==,91.78,-30.00,126.8788910,35.1736679,124,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,"숙박 디럭스(공기청정기) 55,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,826.68,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
