index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,categoryPath/0/3,address,roadAddress,abbrAddress,shortAddress,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,entranceCoords,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,shortAddress/0,shortAddress/1,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail,streetPanorama,entranceCoords/walk,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y
33,74,16316642,광주패밀리랜드청룡특급,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드청룡특급,,2,3ffeadc7f10d4148e4675a75e2c5a159,0,,s,1,1,126.8941110,35.2225904,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5604.70,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,mPhmWx2UTUDiLyJ7cQIetQ==,-32.96,-43.33,126.8946991,35.2225107,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,75,1984126009,광주중외공원개발,,false,,0,"서비스,산업",기업,225111,225131,225332,,광주광역시 서구 치평동 893-13,광주광역시 서구 상무자유로 26-14,치평동 893-13,,<b>광주</b>중외<b>공원</b>개발,,0,c02595f832983a9517496a632bf8eb55,0,,s,1,1,126.8371887,35.1501712,12,false,bZD/fK84NZZG1VaHOcpziQ==,-78.47,10.00,126.8372773,35.1501639,120,,,,,,,false,1,,,,false,,false,,false,,,true,126.837227,35.150288,true,126.837227,35.150288,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4363.93,nres://marker/00063-00035,nres://marker/00063-00188,,,,,,vtkCaiWBD0pFLkQIKpKO2A==,78.43,-30.00,126.8352814,35.1497917,124,광주 서구,상무자유로 26-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,76,16312734,한마음공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 북구 삼각동,,,,한마음<b>공원</b>,,0,b4437e5f10a706aaf8353b2c86a75351,0,,s,1,1,126.8995125,35.1988596,12,false,/dr/QlrcSuEVJ9yU/u6gyw==,-167.93,0.84,126.8996517,35.1991264,80,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3511.32,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,aT3H1JP1E85cHoDcQPzYuQ==,153.64,-30.00,126.8972244,35.2034607,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,77,30820104,풍암호수공원자연생태체험학습장,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,광주광역시 서구 풍암동,,,,풍암호수<b>공원</b>자연생태체험학습장,,10,02918c890d68181782bdf644baef0b6f,0,,s,1,1,126.8736938,35.1299881,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4994.38,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,78,1549133251,안청공원축구장,,false,,0,자연공원,부속시설,222117,222118,222136,229253,광주광역시 광산구 안청동,,,,안청<b>공원</b>축구장,,1,eb4dd8496b612bbf079473ed0d6d276f,0,,s,1,1,126.8030478,35.2109879,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7637.98,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,79,36733476,영산강대상공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 북구 동림동,,,,영산강대상<b>공원</b>,,1,51e4d116f4ae2ee17a87e64a425e0342,0,,s,1,1,126.8632723,35.1903192,11,false,kvELJLRpuskb90nAJLXTfQ==,-130.22,4.34,126.8625873,35.1892624,80,,,,,,,false,1,,,,false,,false,,false,,,true,126.8630171,35.1888714,true,126.8630171,35.1888714,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1998.45,nres://marker/00060-00110,nres://marker/00060-00265,,,,,,Vuz54ROCX+gJvbnFlpdv8A==,79.15,-30.00,126.8608322,35.1898499,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,80,20561818,경안근린공원농구장,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,경기도 광주시 경안동,,,,경안근린<b>공원</b>농구장,,2,a234d7fdce084b42f1ce2235cc602ead,0,,s,1,1,127.2518053,37.4094942,12,false,co5pt25RZ+PoYIGRC2dQtQ==,142.15,10.00,127.2515886,37.4097725,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,250986.66,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,81,20481483,곤지암도자공원자연생태원,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,경기도 광주시 곤지암읍 삼리,,,,곤지암도자<b>공원</b>자연생태원,,4,3115a7c4fefb9113faa25d6570e3f6fd,0,,s,1,1,127.3274589,37.3471151,12,false,4b6CLrMAmBSqvqpnN7b3eA==,128.59,10.00,127.3272592,37.3472741,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,245145.19,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,82,965945364,광주영락공원묘지제2추모관입구,,false,,0,도로시설,방면정보,227616,227755,227813,227819,광주광역시 북구 효령동,,,,<b>광주</b>영락<b>공원</b>묘지제2추모관입구,,0,3856d636f3e2ee416a748e3132243257,0,,s,1,1,126.9180312,35.2296120,12,false,/CVadAg/b89KA8o/Lme7Jg==,171.65,10.00,126.9180234,35.2296646,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7268.74,nres://marker/00063-00057,nres://marker/00063-00211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,83,16316531,광주패밀리랜드카오스,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드카오스,,0,3815d084a83e1ebb696035baf50664e5,0,,s,1,1,126.8933076,35.2227670,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5600.53,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,99UchmRC56y5bs9cBnca+Q==,-117.66,-30.00,126.8937378,35.2229919,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,84,16017639,첨단생활체육공원인라인스케이트장,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,1000101,광주광역시 광산구 쌍암동,,,,첨단생활체육<b>공원</b>인라인스케이트장,,1,8f576d6462a0e3871e7c9aa0f3db855f,0,,s,1,1,126.8532694,35.2142146,12,false,oosWzz3n09uA5ngDPlkqMg==,104.72,10.00,126.8525230,35.2144100,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4784.70,nres://marker/00058-00060,nres://marker/00058-00215,,,,,,Z5RfDRMVfk32XzBFx5p4Ng==,107.80,-30.00,126.8520660,35.2145996,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,85,16024825,월곡공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 월곡동,,,,월곡<b>공원</b>,,1,b00e880a3b7688b95dc90e2f04fe0792,0,,s,1,1,126.8148380,35.1673510,12,false,NbesCRrA3P4FFSnRm2uN8g==,-161.81,7.33,126.8155409,35.1673903,80,,,,,,,true,1,,,,false,,false,,false,,,true,126.8141452,35.1672826,true,126.8141452,35.1672826,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5487.26,nres://marker/00063-00110,nres://marker/00063-00264,,,,,,mnDIPK42cMFwFWUYWBATQA==,-99.17,-30.00,126.8166656,35.1676445,124,,,1,RELA,1.0,16024825,117.9926027,19.6944771,117.9926027,19.6944771,,,,5,16024431,월곡공원입구,입구,입구(사람),126.8141452,35.1672826,5,21192934,월곡공원입구,입구,입구(사람),126.8155125,35.1673346,false,126.8155125,35.1673346
45,86,16027130,옥동2공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 옥동,,,,옥동2<b>공원</b>,,2,7590d2b805111419aadc748bd02f8386,0,,s,1,1,126.7590730,35.1261618,12,false,mNjO87XB7snaBDssmCcGwQ==,53.97,-0.49,126.7583237,35.1261896,80,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,11815.36,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,87,16022488,성덕공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 장덕동,,,,성덕<b>공원</b>,,4,45901500a0624d53b69ebf6b9d651af8,0,,s,1,1,126.8185690,35.1938669,12,false,9KkLwNqtIprA3Ys3R49v6A==,39.96,-2.00,126.8177912,35.1925780,80,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5505.54,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,LOO7h7Jlrit5d9TULKeGmQ==,83.71,-30.00,126.8171921,35.1937141,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,88,16022223,솔무공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,222195,광주광역시 광산구 장덕동,,,,솔무<b>공원</b>,,0,16e732c9b037ab1792d1e5133a03ba3f,0,,s,1,1,126.8161005,35.1989602,12,false,k3j0siSIAbQjdEX04PuCWQ==,56.87,2.35,126.8154800,35.1987300,35,,,,,,,false,1,,,,false,,false,,false,,,true,126.8156301,35.1988596,true,126.8156301,35.1988596,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5946.55,nres://marker/00037-00079,nres://marker/00037-00203,,,,,,kq8wDFwKV1EPp0g3x7Citw==,45.18,-30.00,126.8149338,35.1977997,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,89,16316622,광주패밀리랜드짝꿍놀이터,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드짝꿍놀이터,,0,ee84305c933cbf8aec7a40987eebb9d3,0,,s,1,1,126.8929183,35.2227537,12,false,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5588.38,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,sOv6gtmNC//lvnBbdSvEtg==,174.94,-30.00,126.8928604,35.2233963,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,90,16316581,광주패밀리랜드크레이지댄스,,false,,0,테마파크,부속건물,222117,222121,1000209,229274,광주광역시 북구 생용동,,,,<b>광주</b>패밀리랜드크레이지댄스,,1,63dceae28fc0ac660b0e4b2bc714ddab,0,,s,1,1,126.8938182,35.2240078,12,false,enwbvbFmlN+OOwJRIaVC3w==,149.98,10.00,126.8935474,35.2244750,120,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5746.20,nres://marker/00045-00075,nres://marker/00045-00199,,,,,,sOv6gtmNC//lvnBbdSvEtg==,57.47,-30.00,126.8928604,35.2233963,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
